Totals & Averages,CreditID,SiteID,FiscalID,PaymentID,LedgerID,ReceiptID,EmployeeID,ConcessionID,MemoID,dCredit,dcCreditAmt,bTferMoveOutAdjmt,bNonPosting,dCreated,dArchived,dDeleted,dUpdated,uTS,SMEMO
,45162,1495,6955,223876,1601,132116,91,88,115865,03-30-2010 8:46:09.220,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,03-30-2010 8:46:12.330,System.Byte[],Waived current late fee 1.
,45163,1495,6955,223876,1601,132116,91,88,115865,03-30-2010 8:46:09.220,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,03-30-2010 8:46:12.330,System.Byte[],Waived current late fee 1.
,82776,1495,25382,405243,1558,243133,91,88,182639,04-01-2010 8:45:07.483,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 8:45:11.037,System.Byte[],Waived current late fee 1.
,82777,1495,25382,405243,1558,243133,91,88,182639,04-01-2010 8:45:07.483,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 8:45:11.037,System.Byte[],Waived current late fee 1.
,82792,1495,25382,405369,8219,243233,91,88,182652,04-01-2010 11:17:34.313,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 11:17:38.380,System.Byte[],Waived current late fee 1.
,82793,1495,25382,405369,8219,243233,91,88,182652,04-01-2010 11:17:34.313,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 11:17:38.380,System.Byte[],Waived current late fee 1.
,82794,1495,25382,405370,8220,243233,91,88,182653,04-01-2010 11:17:34.313,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 11:17:38.380,System.Byte[],Waived current late fee 1.
,82795,1495,25382,405370,8220,243233,91,88,182653,04-01-2010 11:17:34.313,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-01-2010 11:17:38.380,System.Byte[],Waived current late fee 1.
,85992,1495,25397,416492,1662,249768,91,88,193045,04-02-2010 11:19:22.077,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-02-2010 11:19:25.883,System.Byte[],Waived current late fee 1.
,85993,1495,25397,416492,1662,249768,91,88,193045,04-02-2010 11:19:22.077,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-02-2010 11:19:25.883,System.Byte[],Waived current late fee 1.
,86090,1495,25804,417607,1585,250586,91,88,193217,04-04-2010 17:24:49.233,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-04-2010 17:24:52.467,System.Byte[],Waived current late fee 1.
,86091,1495,25804,417607,1585,250586,91,88,193217,04-04-2010 17:24:49.233,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-04-2010 17:24:52.467,System.Byte[],Waived current late fee 1.
,86108,1495,25828,417779,1828,250697,93,88,193259,04-05-2010 12:04:20.627,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-05-2010 12:04:24.690,System.Byte[],Waived current late fee 1.
,86109,1495,25828,417779,1828,250697,93,88,193259,04-05-2010 12:04:20.627,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-05-2010 12:04:24.690,System.Byte[],Waived current late fee 1.
,86254,1495,25852,418740,1735,251354,91,88,193593,04-07-2010 9:02:21.157,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-07-2010 9:02:26.653,System.Byte[],Waived current late fee 1.
,86255,1495,25852,418740,1735,251354,91,88,193593,04-07-2010 9:02:21.157,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-07-2010 9:02:26.653,System.Byte[],Waived current late fee 1.
,86367,1495,25864,419213,1725,251659,91,88,193697,04-08-2010 14:10:07.583,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 14:10:09.513,System.Byte[],Waived current late fee 1.
,86368,1495,25864,419213,1725,251659,91,88,193697,04-08-2010 14:10:07.583,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 14:10:09.513,System.Byte[],Waived current late fee 1.
,86370,1495,25864,419233,1687,251668,91,88,193698,04-08-2010 14:35:34.350,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 14:35:36.797,System.Byte[],Waived current late fee 1.
,86371,1495,25864,419233,1687,251668,91,88,193698,04-08-2010 14:35:34.350,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 14:35:36.797,System.Byte[],Waived current late fee 1.
,86397,1495,25865,419330,1787,251730,91,88,193722,04-08-2010 16:54:50.067,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 16:54:52.060,System.Byte[],Waived current late fee 1.
,86398,1495,25865,419330,1787,251730,91,88,193722,04-08-2010 16:54:50.067,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-08-2010 16:54:52.060,System.Byte[],Waived current late fee 1.
,86469,1495,25876,419790,1740,252011,91,88,193781,04-10-2010 9:13:57.990,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-10-2010 9:14:01.053,System.Byte[],Waived current late fee 1.
,86470,1495,25876,419790,1740,252011,91,88,193781,04-10-2010 9:13:57.990,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-10-2010 9:14:01.053,System.Byte[],Waived current late fee 1.
,86475,1495,25876,419819,1631,252028,91,88,193786,04-10-2010 10:37:37.710,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-10-2010 10:37:51.410,System.Byte[],Waived current late fee 1.
,86476,1495,25876,419819,1631,252028,91,88,193786,04-10-2010 10:37:37.710,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-10-2010 10:37:51.410,System.Byte[],Waived current late fee 1.
,86617,1495,25889,420322,1695,252352,94,88,193868,04-12-2010 10:53:09.677,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-12-2010 10:53:12.693,System.Byte[],Waived current late fee 1.
,86618,1495,25889,420322,1695,252352,94,88,193868,04-12-2010 10:53:09.677,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-12-2010 10:53:12.693,System.Byte[],Waived current late fee 1.
,86764,1495,25904,420889,1641,252660,91,88,193995,04-13-2010 15:15:33.000,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-13-2010 15:15:37.723,System.Byte[],Waived current late fee 1.
,86765,1495,25904,420889,1641,252660,91,88,193995,04-13-2010 15:15:33.000,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-13-2010 15:15:37.723,System.Byte[],Waived current late fee 1.
,86770,1495,25904,420925,1534,252679,91,88,194005,04-13-2010 16:17:38.157,5,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-13-2010 16:17:41.630,System.Byte[],Waived current late fee 1.
,86771,1495,25904,420925,1534,252679,91,88,194005,04-13-2010 16:17:38.157,-5,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-13-2010 16:17:41.630,System.Byte[],Waived current late fee 1.
,86856,1495,25915,421059,1713,252784,91,88,194038,04-14-2010 10:48:25.640,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-14-2010 10:48:30.097,System.Byte[],Waived current late fee 1.
,86857,1495,25915,421059,1713,252784,91,88,194038,04-14-2010 10:48:25.640,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-14-2010 10:48:30.097,System.Byte[],Waived current late fee 1.
,102090,1495,25928,533755,1788,321871,91,88,273818,04-15-2010 8:38:09.173,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-15-2010 8:38:13.463,System.Byte[],Waived current late fee 1.
,102091,1495,25928,533755,1788,321871,91,88,273818,04-15-2010 8:38:09.173,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-15-2010 8:38:13.463,System.Byte[],Waived current late fee 1.
,102092,1495,25928,533781,1640,321889,91,88,273836,04-15-2010 10:43:11.517,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-15-2010 10:43:15.837,System.Byte[],Waived current late fee 1.
,102093,1495,25928,533781,1640,321889,91,88,273836,04-15-2010 10:43:11.517,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-15-2010 10:43:15.837,System.Byte[],Waived current late fee 1.
,102172,1495,31519,534196,1772,322136,93,88,273925,04-16-2010 12:03:03.780,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-16-2010 12:03:08.433,System.Byte[],Waived current late fee 1.
,102173,1495,31519,534196,1772,322136,93,88,273925,04-16-2010 12:03:03.780,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-16-2010 12:03:08.433,System.Byte[],Waived current late fee 1.
,102176,1495,31519,534239,1811,322163,93,88,273934,04-16-2010 13:43:25.187,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-16-2010 13:43:29.527,System.Byte[],Waived current late fee 1.
,102177,1495,31519,534239,1811,322163,93,88,273934,04-16-2010 13:43:25.187,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-16-2010 13:43:29.527,System.Byte[],Waived current late fee 1.
,102252,1495,31550,534641,1749,322379,93,88,273991,04-17-2010 15:18:25.250,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-17-2010 15:18:29.907,System.Byte[],Waived current late fee 1.
,102253,1495,31550,534641,1749,322379,93,88,273991,04-17-2010 15:18:25.250,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-17-2010 15:18:29.907,System.Byte[],Waived current late fee 1.
,102474,1495,31563,535437,1715,322805,93,88,274112,04-20-2010 14:44:11.553,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-20-2010 14:44:23.340,System.Byte[],Waived current late fee 1.
,102475,1495,31563,535437,1715,322805,93,88,274112,04-20-2010 14:44:11.553,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,04-20-2010 14:44:23.340,System.Byte[],Waived current late fee 1.
,103170,1495,31698,539156,1827,324870,91,88,274667,05-01-2010 9:21:28.780,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-01-2010 9:21:31.700,System.Byte[],Waived current late fee 1.
,103171,1495,31698,539156,1827,324870,91,88,274667,05-01-2010 9:21:28.780,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-01-2010 9:21:31.700,System.Byte[],Waived current late fee 1.
,103178,1495,31698,539481,1684,325125,91,88,274699,05-01-2010 12:21:16.280,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-01-2010 12:21:30.027,System.Byte[],Waived current late fee 1.
,103179,1495,31698,539481,1684,325125,91,88,274699,05-01-2010 12:21:16.280,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-01-2010 12:21:30.027,System.Byte[],Waived current late fee 1.
,103594,1495,31774,542752,1742,327250,93,88,275234,05-07-2010 10:52:40.183,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-07-2010 10:52:43.870,System.Byte[],Waived current late fee 1.
,103595,1495,31774,542752,1742,327250,93,88,275234,05-07-2010 10:52:40.183,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-07-2010 10:52:43.870,System.Byte[],Waived current late fee 1.
,103614,1495,31774,542846,1517,327313,93,88,275254,05-07-2010 13:12:02.480,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-07-2010 13:12:18.450,System.Byte[],Waived current late fee 1.
,103615,1495,31774,542846,1517,327313,93,88,275254,05-07-2010 13:12:02.480,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-07-2010 13:12:18.450,System.Byte[],Waived current late fee 1.
,103785,1495,31804,543965,1591,328004,93,88,275408,05-10-2010 16:27:47.953,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-10-2010 16:27:53.077,System.Byte[],Waived current late fee 1.
,103786,1495,31804,543965,1591,328004,93,88,275408,05-10-2010 16:27:47.953,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-10-2010 16:27:53.077,System.Byte[],Waived current late fee 1.
,103844,1495,31831,544225,1508,328165,93,88,275444,05-11-2010 14:05:04.343,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-11-2010 14:05:16.737,System.Byte[],Waived current late fee 1.
,103845,1495,31831,544225,1508,328165,93,88,275444,05-11-2010 14:05:04.343,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-11-2010 14:05:16.737,System.Byte[],Waived current late fee 1.
,103931,1495,31832,544459,1785,328313,91,88,275471,05-12-2010 9:20:01.453,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-12-2010 9:20:07.270,System.Byte[],Waived current late fee 1.
,103932,1495,31832,544459,1785,328313,91,88,275471,05-12-2010 9:20:01.453,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-12-2010 9:20:07.270,System.Byte[],Waived current late fee 1.
,104057,1495,31846,544730,1713,328465,91,88,275516,05-13-2010 8:33:30.017,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-13-2010 8:33:36.457,System.Byte[],Waived current late fee 1.
,104058,1495,31846,544730,1713,328465,91,88,275516,05-13-2010 8:33:30.017,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-13-2010 8:33:36.457,System.Byte[],Waived current late fee 1.
,104115,1495,31860,544978,1589,328605,91,88,275551,05-13-2010 16:58:41.077,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-13-2010 16:59:22.160,System.Byte[],Waived current late fee 1.
,104116,1495,31860,544978,1589,328605,91,88,275551,05-13-2010 16:58:41.077,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-13-2010 16:59:22.160,System.Byte[],Waived current late fee 1.
,104234,1495,31888,545866,8217,329043,91,88,275609,05-17-2010 8:33:44.000,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-17-2010 8:33:59.233,System.Byte[],Waived current late fee 1.
,104235,1495,31888,545866,8217,329043,91,88,275609,05-17-2010 8:33:44.000,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-17-2010 8:33:59.233,System.Byte[],Waived current late fee 1.
,104236,1495,31888,545867,8218,329043,91,88,275610,05-17-2010 8:33:44.000,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-17-2010 8:33:59.233,System.Byte[],Waived current late fee 1.
,104237,1495,31888,545867,8218,329043,91,88,275610,05-17-2010 8:33:44.000,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,05-17-2010 8:33:59.233,System.Byte[],Waived current late fee 1.
,109887,1495,34075,582961,1670,351360,93,88,295115,06-03-2010 13:04:20.530,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-03-2010 13:04:25.013,System.Byte[],Waived current late fee 1.
,109888,1495,34075,582961,1670,351360,93,88,295115,06-03-2010 13:04:20.530,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-03-2010 13:04:25.013,System.Byte[],Waived current late fee 1.
,110021,1495,34106,584023,1740,352065,95,88,295335,06-05-2010 10:59:38.530,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-05-2010 10:59:43.990,System.Byte[],Waived current late fee 1.
,110022,1495,34106,584023,1740,352065,95,88,295335,06-05-2010 10:59:38.530,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-05-2010 10:59:43.990,System.Byte[],Waived current late fee 1.
,110267,1495,34136,584949,1646,352623,93,88,295495,06-07-2010 16:54:37.703,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-07-2010 16:54:44.820,System.Byte[],Waived current late fee 1.
,110268,1495,34136,584949,1646,352623,93,88,295495,06-07-2010 16:54:37.703,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-07-2010 16:54:44.820,System.Byte[],Waived current late fee 1.
,110309,1495,34136,585170,1540,352741,93,88,295521,06-08-2010 11:19:06.453,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-08-2010 11:19:13.227,System.Byte[],Waived current late fee 1.
,110310,1495,34136,585170,1540,352741,93,88,295521,06-08-2010 11:19:06.453,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-08-2010 11:19:13.227,System.Byte[],Waived current late fee 1.
,110343,1495,34136,585287,1510,352816,93,88,295539,06-08-2010 14:35:17.063,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-08-2010 14:35:23.760,System.Byte[],Waived current late fee 1.
,110344,1495,34136,585287,1510,352816,93,88,295539,06-08-2010 14:35:17.063,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-08-2010 14:35:23.760,System.Byte[],Waived current late fee 1.
,110395,1495,34151,585658,1606,353042,93,88,295595,06-09-2010 10:30:42.250,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-09-2010 10:30:54.603,System.Byte[],Waived current late fee 1.
,110396,1495,34151,585658,1606,353042,93,88,295595,06-09-2010 10:30:42.250,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-09-2010 10:30:54.603,System.Byte[],Waived current late fee 1.
,110401,1495,34151,585674,1767,353049,93,88,295598,06-09-2010 11:11:56.890,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-09-2010 11:12:04.307,System.Byte[],Waived current late fee 2.
,110402,1495,34151,585674,1767,353049,93,88,295598,06-09-2010 11:11:56.890,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-09-2010 11:12:04.307,System.Byte[],Waived current late fee 2.
,110687,1495,34182,586969,31867,353779,91,88,295782,06-11-2010 16:00:50.343,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-11-2010 16:01:43.060,System.Byte[],Waived current late fee 1.
,110688,1495,34182,586969,31867,353779,91,88,295782,06-11-2010 16:00:50.343,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-11-2010 16:01:43.060,System.Byte[],Waived current late fee 1.
,110918,1495,34231,588066,1589,354403,93,88,295976,06-15-2010 13:52:28.437,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-15-2010 13:52:33.870,System.Byte[],Waived current late fee 1.
,110919,1495,34231,588066,1589,354403,93,88,295976,06-15-2010 13:52:28.437,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-15-2010 13:52:33.870,System.Byte[],Waived current late fee 1.
,110944,1495,34231,588197,1788,354506,93,88,295995,06-15-2010 15:55:02.627,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-15-2010 15:55:07.450,System.Byte[],Waived current late fee 1.
,110945,1495,34231,588197,1788,354506,93,88,295995,06-15-2010 15:55:02.627,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-15-2010 15:55:07.450,System.Byte[],Waived current late fee 1.
,111072,1495,34244,588384,1523,354609,93,88,296014,06-16-2010 9:23:50.517,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-16-2010 9:23:55.940,System.Byte[],Waived current late fee 1.
,111073,1495,34244,588384,1523,354609,93,88,296014,06-16-2010 9:23:50.517,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-16-2010 9:23:55.940,System.Byte[],Waived current late fee 1.
,111404,1495,34272,589871,21987,355415,91,88,296185,06-18-2010 13:00:38.833,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-18-2010 13:01:20.920,System.Byte[],Waived current late fee 1.
,111405,1495,34272,589871,21987,355415,91,88,296185,06-18-2010 13:00:38.833,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-18-2010 13:01:20.920,System.Byte[],Waived current late fee 1.
,111520,1495,34287,590219,1509,355588,91,88,296230,06-19-2010 9:41:09.210,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-19-2010 9:41:15.117,System.Byte[],Waived current late fee 1.
,111521,1495,34287,590219,1509,355588,91,88,296230,06-19-2010 9:41:09.210,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-19-2010 9:41:15.117,System.Byte[],Waived current late fee 1.
,111528,1495,34287,590294,1636,355616,91,88,296240,06-19-2010 11:20:58.037,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-19-2010 11:21:01.867,System.Byte[],Waived current late fee 2.
,111529,1495,34287,590294,1636,355616,91,88,296240,06-19-2010 11:20:58.037,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-19-2010 11:21:01.867,System.Byte[],Waived current late fee 2.
,111824,1495,34348,591846,1660,356503,91,88,296467,06-24-2010 8:13:19.390,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-24-2010 8:13:21.697,System.Byte[],Waived current late fee 1.
,111825,1495,34348,591846,1660,356503,91,88,296467,06-24-2010 8:13:19.390,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-24-2010 8:13:21.697,System.Byte[],Waived current late fee 1.
,111920,1495,34364,592148,1593,356704,91,88,296538,06-24-2010 16:46:16.190,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-24-2010 16:46:19.367,System.Byte[],Waived current late fee 1.
,111921,1495,34364,592148,1593,356704,91,88,296538,06-24-2010 16:46:16.190,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,06-24-2010 16:46:19.367,System.Byte[],Waived current late fee 1.
,114649,1495,35525,614535,33143,373463,91,88,302905,07-02-2010 10:01:20.340,15,FALSE,FALSE,01-02-1900 0:00:00.000,,07-02-2010 11:51:15.950,07-02-2010 11:51:17.040,System.Byte[],Waived current late fee 1.
,114650,1495,35525,614535,33143,373463,91,88,302905,07-02-2010 10:01:20.340,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,07-02-2010 11:51:15.950,07-02-2010 11:51:17.040,System.Byte[],Waived current late fee 1.
,114755,1495,35525,615096,1752,373833,91,88,303048,07-02-2010 15:50:00.620,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-02-2010 15:50:02.510,System.Byte[],Waived current late fee 2.
,114756,1495,35525,615096,1752,373833,91,88,303048,07-02-2010 15:50:00.620,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-02-2010 15:50:02.510,System.Byte[],Waived current late fee 2.
,115082,1495,35572,616595,8225,374812,91,88,303344,07-06-2010 10:41:20.377,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-06-2010 10:41:29.600,System.Byte[],Waived current late fee 1.
,115083,1495,35572,616595,8225,374812,91,88,303344,07-06-2010 10:41:20.377,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-06-2010 10:41:29.600,System.Byte[],Waived current late fee 1.
,115114,1495,35572,616711,1690,374881,91,88,303374,07-06-2010 13:00:09.187,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-06-2010 13:00:13.273,System.Byte[],Waived current late fee 1.
,115115,1495,35572,616711,1690,374881,91,88,303374,07-06-2010 13:00:09.187,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-06-2010 13:00:13.273,System.Byte[],Waived current late fee 1.
,115341,1495,35586,617549,1502,375403,93,88,303522,07-07-2010 14:20:18.640,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-07-2010 14:20:23.447,System.Byte[],Waived current late fee 1.
,115342,1495,35586,617549,1502,375403,93,88,303522,07-07-2010 14:20:18.640,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-07-2010 14:20:23.447,System.Byte[],Waived current late fee 1.
,115525,1495,35601,618178,1710,375782,95,88,303633,07-08-2010 16:06:31.610,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-08-2010 16:06:44.050,System.Byte[],Waived current late fee 1.
,115526,1495,35601,618178,1710,375782,95,88,303633,07-08-2010 16:06:31.610,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-08-2010 16:06:44.050,System.Byte[],Waived current late fee 1.
,115840,1495,35652,619531,31594,376587,91,88,303867,07-12-2010 9:11:23.327,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 9:11:23.950,System.Byte[],Waived current late fee 2.
,115841,1495,35652,619531,31594,376587,91,88,303867,07-12-2010 9:11:23.327,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 9:11:23.950,System.Byte[],Waived current late fee 2.
,115842,1495,35652,619532,31594,376587,91,88,303868,07-12-2010 9:11:23.327,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 9:11:23.950,System.Byte[],Waived current late fee 2.
,115843,1495,35652,619532,31594,376587,91,88,303868,07-12-2010 9:11:23.327,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 9:11:23.950,System.Byte[],Waived current late fee 2.
,116032,1495,35670,620148,34545,376946,91,88,303987,07-12-2010 16:53:26.137,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 16:53:30.257,System.Byte[],Waived current late fee 1.
,116033,1495,35670,620148,34545,376946,91,88,303987,07-12-2010 16:53:26.137,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-12-2010 16:53:30.257,System.Byte[],Waived current late fee 1.
,116345,1495,35718,622066,1524,377800,93,88,304252,07-16-2010 12:03:46.343,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-16-2010 12:03:56.930,System.Byte[],Waived current late fee 1.
,116346,1495,35718,622066,1524,377800,93,88,304252,07-16-2010 12:03:46.343,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-16-2010 12:03:56.933,System.Byte[],Waived current late fee 1.
,123642,1495,38103,657928,33023,402474,91,88,318665,07-21-2010 8:17:58.970,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-21-2010 8:18:06.380,System.Byte[],Waived current late fee 1.
,123643,1495,38103,657928,33023,402474,91,88,318665,07-21-2010 8:17:58.970,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-21-2010 8:18:06.380,System.Byte[],Waived current late fee 1.
,123644,1495,38103,657943,8214,402491,91,88,318666,07-21-2010 9:48:55.937,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-21-2010 9:49:03.213,System.Byte[],Waived current late fee 2.
,123645,1495,38103,657943,8214,402491,91,88,318666,07-21-2010 9:48:55.937,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-21-2010 9:49:03.217,System.Byte[],Waived current late fee 2.
,136106,1495,38358,729649,1722,443405,91,88,335741,07-22-2010 14:03:20.780,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-22-2010 14:03:35.460,System.Byte[],Waived current late fee 2.
,136107,1495,38358,729649,1722,443405,91,88,335741,07-22-2010 14:03:20.780,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-22-2010 14:03:35.460,System.Byte[],Waived current late fee 2.
,136108,1495,38358,729650,1722,443405,91,88,335742,07-22-2010 14:03:21.017,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-22-2010 14:03:35.460,System.Byte[],Waived current late fee 2.
,136109,1495,38358,729650,1722,443405,91,88,335742,07-22-2010 14:03:21.017,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-22-2010 14:03:35.460,System.Byte[],Waived current late fee 2.
,138445,1495,42106,737624,1767,448121,91,88,337418,07-30-2010 8:04:59.530,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-30-2010 8:05:04.473,System.Byte[],Waived current late fee 1.
,138446,1495,42106,737624,1767,448121,91,88,337418,07-30-2010 8:04:59.530,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-30-2010 8:05:04.477,System.Byte[],Waived current late fee 1.
,138554,1495,42106,738204,1768,448452,91,88,337514,07-30-2010 16:15:18.587,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-30-2010 16:15:27.177,System.Byte[],Waived current late fee 1.
,138555,1495,42106,738204,1768,448452,91,88,337514,07-30-2010 16:15:18.587,-15,FALSE,FALSE,01-02-1900 0:00:00.000,,,07-30-2010 16:15:27.177,System.Byte[],Waived current late fee 1.
,138745,1495,42151,739331,35770,449179,91,88,337708,08-02-2010 10:25:09.633,15,FALSE,FALSE,01-02-1900 0:00:00.000,,,08-02-2010 10:25:11.817,System.Byte[],Waived current late fee 1.
