Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID
,71155,246,1344,2010-06-19 08:19:56.427000,2010-06-19 23:59:59,,,164510,1547,593659
,71156,247,1537,2010-06-19 08:20:12.757000,2010-06-19 23:59:59,,,164511,1744,593665
,71157,248,1505,2010-06-19 08:20:28.850000,2010-06-19 23:59:59,,,164512,1711,593664
,71241,249,1325,2010-06-21 09:03:07.507000,2010-07-06 23:59:59,,,164617,1528,594391
,71242,250,1598,2010-06-21 09:03:12.787000,2010-07-06 23:59:59,,,164618,1810,594392
,71243,251,1392,2010-06-21 09:03:37.223000,2010-07-05 23:59:59,,,164619,1596,594393
,71244,252,1417,2010-06-21 09:03:40.553000,2010-07-06 23:59:59,,,164620,1623,594394
,71245,253,7681,2010-06-21 09:03:43.803000,2010-07-06 23:59:59,,,164621,1749,594395
,71430,254,1605,2010-06-22 08:22:53.360000,2010-07-07 23:59:59,,,165600,1817,594980
,71431,255,1604,2010-06-22 08:22:58.780000,2010-07-07 23:59:59,,,165601,1816,594981
,71432,256,1464,2010-06-22 08:23:29.377000,2010-06-22 23:59:59,,,165602,1670,594840
,71530,257,1295,2010-06-23 10:34:01.517000,2010-07-08 23:59:59,,,165738,1825,595441
,71654,258,19424,2010-06-24 08:09:59.313000,2010-07-09 23:59:59,,,165988,22314,595869
,71655,259,1421,2010-06-24 08:10:38.703000,2010-06-24 23:59:59,,,165989,1627,595718
,71656,260,1377,2010-06-24 08:10:54.563000,2010-06-24 23:59:59,,,165990,1580,595716
,71657,261,1310,2010-06-24 08:11:10.767000,2010-06-24 23:59:59,,,165991,1602,595717
,71706,262,1602,2010-06-25 08:10:22.987000,2010-07-10 23:59:59,,,166067,1814,596339
,71707,263,1405,2010-06-25 08:10:27.720000,2010-07-10 23:59:59,,,166068,1610,596340
,71708,264,1543,2010-06-25 08:10:45.297000,2010-06-25 23:59:59,,,166069,1751,596209
,80718,265,28786,2010-06-26 10:46:57.763000,2010-06-26 23:59:59,,,176874,33222,614479
,80719,266,1305,2010-06-26 10:47:03.217000,2010-06-26 23:59:59,,,176875,1508,614475
,80792,267,1378,2010-06-28 09:16:25.323000,2010-07-12 23:59:59,,,176972,1581,615288
,80793,268,1436,2010-06-28 09:16:29.730000,2010-07-12 23:59:59,,,176973,1642,615289
,80794,269,1431,2010-06-28 09:17:40.263000,2010-06-27 23:59:59,,,176974,1637,614887
,80795,270,40293,2010-06-28 09:17:45.717000,2010-06-27 23:59:59,,,176975,33237,614892
,80796,271,1555,2010-06-28 09:17:50.637000,2010-06-27 23:59:59,,,176976,1764,614889
,80797,272,1418,2010-06-28 09:17:57.200000,2010-06-27 23:59:59,,,176977,1624,614886
,80798,273,1342,2010-06-28 09:18:05.903000,2010-06-28 23:59:59,,,176978,1545,615071
,80799,274,1497,2010-06-28 09:18:10.810000,2010-06-28 23:59:59,,,176979,1703,615074
,80800,275,1525,2010-06-28 09:18:16.403000,2010-06-28 23:59:59,,,176980,1732,615076
,80801,276,1310,2010-06-28 09:18:21.387000,2010-06-28 23:59:59,,,176981,1513,615070
,80802,277,1469,2010-06-28 09:18:26.263000,2010-06-28 23:59:59,,,176982,1675,615073
,80934,278,1518,2010-06-30 08:02:51.140000,2010-07-15 23:59:59,,,177148,1724,586261
,81145,279,1371,2010-07-01 09:19:34.563000,2010-07-01 00:00:00,,,177431,1574,617027
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177432,1684,550865
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177433,1684,586454
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177434,1684,593663
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177435,1684,596211
,81147,281,1309,2010-07-01 09:19:44.673000,2010-07-01 00:00:00,,,177436,1512,617020
,81148,282,1339,2010-07-01 09:19:54.780000,2010-07-01 00:00:00,,,177437,1542,617023
,81149,283,27505,2010-07-01 09:20:05.157000,2010-07-01 23:59:59,,,177438,31867,617045
,81150,284,1605,2010-07-01 09:20:10.797000,2010-07-01 00:00:00,,,177439,1822,617043
,81151,285,1330,2010-07-01 09:20:15.577000,2010-07-01 00:00:00,,,177440,1533,617022
,81152,286,1508,2010-07-01 09:20:20.280000,2010-07-01 00:00:00,,,177441,1714,617036
,81153,287,1345,2010-07-01 09:20:24.890000,2010-07-01 00:00:00,,,177442,1548,617024
,81516,288,1529,2010-07-02 08:27:12.267000,2010-07-02 23:59:59,,,177846,1736,619271
,81517,289,1319,2010-07-02 08:27:41.640000,2010-07-02 23:59:59,,,177847,1522,619267
,81680,290,1322,2010-07-05 08:03:09.043000,2010-07-20 23:59:59,,,178048,1525,620533
,81681,291,28665,2010-07-05 08:03:14.573000,2010-07-19 23:59:59,,,178049,33092,593430
,81682,292,1468,2010-07-05 08:03:40.387000,2010-07-20 23:59:59,,,178050,1674,620534
,81683,293,1520,2010-07-05 08:03:44.230000,2010-07-19 23:59:59,,,178051,1726,620535
,81684,294,29853,2010-07-05 08:04:34.073000,2010-07-04 23:59:59,,,178052,34581,620128
,81685,295,29853,2010-07-05 08:04:51.887000,2010-07-04 23:59:59,,,178053,34564,620127
,81686,296,1388,2010-07-05 08:05:11.700000,2010-07-04 23:59:59,,,178054,1592,620118
,81687,297,1340,2010-07-05 08:05:27.870000,2010-07-05 23:59:59,,,178055,1757,620314
,81688,298,1567,2010-07-05 08:05:43.887000,2010-07-04 23:59:59,,,178056,1776,620122
,81689,299,1315,2010-07-05 08:06:14.090000,2010-07-03 23:59:59,,,178057,1518,619780
,81690,300,1595,2010-07-05 08:06:30.057000,2010-07-03 23:59:59,,,178058,1807,619785
,81691,301,1376,2010-07-05 08:06:44.293000,2010-07-04 23:59:59,,,178059,1579,620116
,81692,302,1390,2010-07-05 08:07:01.230000,2010-07-03 23:59:59,,,178060,1594,619781
,81693,303,1601,2010-07-05 08:07:15.417000,2010-07-03 23:59:59,,,178061,1813,619786
,81694,304,1380,2010-07-05 08:07:29.853000,2010-07-04 23:59:59,,,178062,1583,620117
,81695,305,1472,2010-07-05 08:07:44.747000,2010-07-04 23:59:59,,,178063,1678,620119
,81867,306,1329,2010-07-06 07:56:13.450000,2010-07-21 23:59:59,,,178282,1532,621183
,81868,307,1303,2010-07-06 07:56:18.387000,2010-07-21 23:59:59,,,178283,1506,621184
,81869,308,1356,2010-07-06 07:57:35.823000,2010-07-06 23:59:59,,,178284,1559,620751
,81946,309,31001,2010-07-07 11:03:06.703000,2010-07-22 23:59:59,,,178431,35771,621652
,81947,310,1441,2010-07-07 11:03:11.470000,2010-07-22 23:59:59,,,178432,1647,621653
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178433,31594,587728
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178434,31594,615081
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178435,31594,621654
,81949,312,1539,2010-07-07 11:09:29.937000,2010-07-07 23:59:59,,,178436,1746,621440
,81950,313,1404,2010-07-07 11:09:40.907000,2010-07-07 23:59:59,,,178437,1609,621438
,81951,314,1310,2010-07-07 11:09:46.297000,2010-07-07 23:59:59,,,178438,1789,621442
,82016,315,1448,2010-07-08 09:22:20.627000,2010-07-08 23:59:59,,,178523,1654,621779
,82017,316,1605,2010-07-08 09:22:26.127000,2010-07-08 23:59:59,,,178524,1823,621780
,82056,317,1595,2010-07-09 09:28:59.843000,2010-07-09 23:59:59,,,178576,34668,622162
,82057,318,1460,2010-07-09 09:29:05.220000,2010-07-09 23:59:59,,,178577,1666,622161
,82118,319,1408,2010-07-10 09:34:29.153000,2010-07-10 23:59:59,,,178658,1613,622584
,82119,320,1455,2010-07-10 09:34:37.263000,2010-07-10 23:59:59,,,178659,1661,622586
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178785,1540,589445
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178786,1540,619275
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178787,1540,623465
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178788,1540,623615
,82208,322,1486,2010-07-12 08:30:59.827000,2010-07-27 23:59:59,,,178789,1692,623616
,82209,323,19464,2010-07-12 08:31:56.793000,2010-07-12 23:59:59,,,178790,22398,623459
,82210,324,19380,2010-07-12 08:32:16.310000,2010-07-11 23:59:59,,,178791,21987,622964
,82211,325,1360,2010-07-12 08:32:34.980000,2010-07-12 23:59:59,,,178792,1563,623451
,82251,326,29809,2010-07-12 10:49:35.747000,2010-07-02 23:59:59,,,178868,34518,619274
,82314,327,1511,2010-07-13 09:42:26.810000,2010-07-28 23:59:59,,,178965,1717,624151
,82315,328,1333,2010-07-13 09:43:05.513000,2010-07-13 23:59:59,,,178966,1536,623979
,82316,329,1365,2010-07-13 09:43:10.810000,2010-07-13 23:59:59,,,178967,1568,623977
,82384,330,1495,2010-07-14 09:28:20.843000,2010-07-29 23:59:59,,,179067,8222,624974
,82385,331,1386,2010-07-14 09:29:01.827000,2010-07-14 23:59:59,,,179068,1590,624800
,82386,332,19519,2010-07-14 09:29:06.547000,2010-07-14 23:59:59,,,179069,22636,624802
,82387,333,1391,2010-07-14 09:29:15.343000,2010-07-14 23:59:59,,,179070,1595,624801
,82388,334,1357,2010-07-14 09:29:20.517000,2010-07-14 23:59:59,,,179071,1560,624803
,82524,335,1554,2010-07-16 09:35:13.563000,2010-07-16 23:59:59,,,179242,1763,625538
,82580,336,1593,2010-07-17 08:39:29.343000,2010-08-01 00:00:00,,,179323,1804,626274
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179324,1604,592427
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179325,1604,621448
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179326,1604,626118
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179327,1608,592428
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179328,1608,621449
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179329,1608,626119
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179330,1604,626275
,82581,337,1403,2010-07-17 08:39:32.733000,2010-08-01 00:00:00,,,179331,1608,626276
,82582,338,1400,2010-07-17 08:39:36.203000,2010-08-01 00:00:00,,,179332,1605,626277
,82583,339,1375,2010-07-17 08:39:38.923000,2010-08-01 00:00:00,,,179333,1578,626278
,82584,340,1299,2010-07-17 08:39:41.827000,2010-08-01 00:00:00,,,179334,1502,626279
,82585,341,1433,2010-07-17 08:39:45.250000,2010-08-01 00:00:00,,,179335,1639,626280
,82586,342,1550,2010-07-17 08:41:56.673000,2010-07-17 23:59:59,,,179336,1758,626115
,82587,343,1310,2010-07-17 08:42:01.657000,2010-07-17 23:59:59,,,179337,1806,626116
,82739,344,29809,2010-07-19 08:12:32.063000,2010-08-02 23:59:59,,,179597,34518,626929
,82740,345,1449,2010-07-19 08:12:36.140000,2010-08-02 23:59:59,,,179598,1655,626930
,82741,346,1501,2010-07-19 08:12:38.983000,2010-08-03 23:59:59,,,179599,1707,626931
,82742,347,1358,2010-07-19 08:12:41.797000,2010-08-02 23:59:59,,,179600,1561,626932
,82743,348,1356,2010-07-19 08:13:01.907000,2010-07-19 23:59:59,,,179601,35719,626757
,82744,349,1440,2010-07-19 08:13:19.470000,2010-07-18 23:59:59,,,179602,1818,626539
,82745,350,1292,2010-07-19 08:13:34.530000,2010-07-19 23:59:59,,,179603,1820,626755
,82746,351,1363,2010-07-19 08:13:50.593000,2010-07-19 23:59:59,,,179604,1566,626759
,82747,352,1341,2010-07-19 08:14:05.173000,2010-07-18 23:59:59,,,179605,1544,626542
,82748,353,1344,2010-07-19 08:14:18.280000,2010-07-19 23:59:59,,,179606,1547,626758
,82749,354,1537,2010-07-19 08:14:33.437000,2010-07-19 23:59:59,,,179607,1744,626763
,82750,355,1525,2010-07-19 08:14:47.890000,2010-07-18 23:59:59,,,179608,1781,626544
,82751,356,1505,2010-07-19 08:15:01.687000,2010-07-19 23:59:59,,,179609,1711,626760
,84834,357,1392,2010-07-21 08:13:36.907000,2010-08-05 23:59:59,,,183499,1596,661522
,84902,358,1325,2010-07-22 09:15:18.267000,2010-08-06 23:59:59,,,183578,1528,666480
,84903,359,1598,2010-07-22 09:15:22.627000,2010-08-06 23:59:59,,,183579,1810,666481
,84904,360,7681,2010-07-22 09:15:25.827000,2010-08-06 23:59:59,,,183580,1749,666482
,84905,361,1464,2010-07-22 09:15:51,2010-07-22 23:59:59,,,183581,1670,666307
,91486,362,1605,2010-07-23 09:37:23.360000,2010-08-07 23:59:59,,,194634,1817,733362
,91487,363,1604,2010-07-23 09:37:27.983000,2010-08-07 23:59:59,,,194635,1816,733363
,91488,364,1478,2010-07-23 09:38:08.140000,2010-07-19 23:59:59,,,194636,1684,626761
,91531,365,1295,2010-07-24 08:45:22.423000,2010-08-08 23:59:59,,,194698,1825,733860
,91532,366,1421,2010-07-24 08:46:32.843000,2010-07-24 23:59:59,,,194699,1627,733678
,91533,367,1377,2010-07-24 08:46:37.720000,2010-07-24 23:59:59,,,194700,1580,733676
,91534,368,1310,2010-07-24 08:46:42.390000,2010-07-24 23:59:59,,,194701,1602,733677
,91604,369,1602,2010-07-26 08:24:02.453000,2010-08-10 23:59:59,,,194810,1814,734424
,91605,370,1405,2010-07-26 08:24:05.640000,2010-08-10 23:59:59,,,194811,1610,734425
,91606,371,19424,2010-07-26 08:24:08.563000,2010-08-09 23:59:59,,,194812,22314,734426
,91607,372,1543,2010-07-26 08:24:25.797000,2010-07-25 23:59:59,,,194813,1751,734048
,91608,373,28786,2010-07-26 08:24:59.233000,2010-07-26 23:59:59,,,194814,33222,734229
,91609,374,1305,2010-07-26 08:25:15.360000,2010-07-26 23:59:59,,,194815,1508,734223
,92217,375,1431,2010-07-27 09:51:29.453000,2010-07-27 23:59:59,,,195807,1637,738786
,92218,376,40293,2010-07-27 09:51:34.827000,2010-07-27 23:59:59,,,195808,33237,738791
,92219,377,1555,2010-07-27 09:51:39.360000,2010-07-27 23:59:59,,,195809,1764,738788
,92220,378,1418,2010-07-27 09:51:46.423000,2010-07-27 23:59:59,,,195810,1624,738785
,92271,379,1378,2010-07-28 09:22:06.063000,2010-08-12 23:59:59,,,195891,1581,623639
,92272,380,1436,2010-07-28 09:22:10.907000,2010-08-12 23:59:59,,,195892,1642,626547
,92272,380,1436,2010-07-28 09:22:10.907000,2010-08-12 23:59:59,,,195893,1642,739632
,92273,381,1342,2010-07-28 09:23:03.970000,2010-07-28 23:59:59,,,195894,1545,739385
,92274,382,1497,2010-07-28 09:23:09.203000,2010-07-28 23:59:59,,,195895,1703,739388
,92275,383,1525,2010-07-28 09:23:14.703000,2010-07-28 23:59:59,,,195896,1732,739390
,92276,384,1310,2010-07-28 09:23:20.657000,2010-07-28 23:59:59,,,195897,1513,739384
,92277,385,1469,2010-07-28 09:23:25.860000,2010-07-28 23:59:59,,,195898,1675,739387
,92476,386,1518,2010-07-31 08:22:02.883000,2010-08-15 23:59:59,,,196161,1724,741794
,92541,387,1529,2010-08-02 08:02:52.133000,2010-08-02 23:59:59,,,196244,1736,745669
,92542,388,1309,2010-08-02 08:03:14.260000,2010-08-01 00:00:00,,,196245,1512,742413
,92543,389,1371,2010-08-02 08:03:35.010000,2010-08-01 00:00:00,,,196246,1574,742420
,92544,390,1339,2010-08-02 08:04:18.710000,2010-08-01 00:00:00,,,196247,1542,742416
,92545,391,1605,2010-08-02 08:04:42.663000,2010-08-01 00:00:00,,,196248,1822,742434
,92546,392,1508,2010-08-02 08:04:47.617000,2010-08-01 00:00:00,,,196249,1714,742428
,92547,393,1319,2010-08-02 08:04:52.023000,2010-08-02 23:59:59,,,196250,1522,745667
,92548,394,1345,2010-08-02 08:04:56.633000,2010-08-01 00:00:00,,,196251,1548,742417
,93231,395,1315,2010-08-03 09:21:50.437000,2010-08-03 23:59:59,,,197006,1518,746465
,93232,396,1390,2010-08-03 09:21:55.687000,2010-08-03 23:59:59,,,197007,1594,746466
,93233,397,1601,2010-08-03 09:22:00.327000,2010-08-03 23:59:59,,,197008,1813,746471
,93537,398,28665,2010-08-04 09:20:54.733000,2010-08-19 23:59:59,,,197321,33092,747505
,93538,399,29853,2010-08-04 09:22:28.377000,2010-08-04 23:59:59,,,197322,34564,747254
,93539,400,1388,2010-08-04 09:22:33.843000,2010-08-04 23:59:59,,,197323,1592,747246
,93540,401,1567,2010-08-04 09:22:38.703000,2010-08-04 23:59:59,,,197324,1776,747249
,93541,402,1376,2010-08-04 09:22:43.907000,2010-08-04 23:59:59,,,197325,1579,747244
,93542,403,1380,2010-08-04 09:22:55.203000,2010-08-04 23:59:59,,,197326,1583,747245
,93543,404,1472,2010-08-04 09:22:59.813000,2010-08-04 23:59:59,,,197327,1678,747247
,93621,405,1322,2010-08-05 10:05:08.377000,2010-08-20 23:59:59,,,197448,1525,748000
,93622,406,1468,2010-08-05 10:05:12.267000,2010-08-20 23:59:59,,,197449,1674,748001
,93623,407,1340,2010-08-05 10:07:20.627000,2010-08-05 23:59:59,,,197450,1757,747758
,93681,408,1329,2010-08-06 08:07:04.110000,2010-08-21 23:59:59,,,197529,1532,748772
,93682,409,1303,2010-08-06 08:07:09.640000,2010-08-21 23:59:59,,,197530,1506,748773
,93683,410,1356,2010-08-06 08:07:34.720000,2010-08-06 23:59:59,,,197531,1559,748255
,93733,411,31001,2010-08-07 08:58:25.780000,2010-08-22 23:59:59,,,197592,35771,749227
,93734,412,1441,2010-08-07 08:58:31.797000,2010-08-22 23:59:59,,,197593,1647,749228
,93735,413,27285,2010-08-07 08:58:34.890000,2010-08-22 23:59:59,,,197594,31594,739394
,93735,413,27285,2010-08-07 08:58:34.890000,2010-08-22 23:59:59,,,197595,31594,749229
,93738,414,1539,2010-08-07 09:04:01.953000,2010-08-07 23:59:59,,,197598,1746,749003
,93740,415,1404,2010-08-07 09:05:13.423000,2010-08-07 23:59:59,,,197600,1609,749000
,93741,416,1310,2010-08-07 09:05:39.220000,2010-08-07 23:59:59,,,197601,1789,749004
,93825,417,1448,2010-08-09 08:11:15.327000,2010-08-08 23:59:59,,,197715,1654,749449
,93826,418,33499,2010-08-09 08:11:19.907000,2010-08-09 23:59:59,,,197716,37183,749698
,93827,419,1460,2010-08-09 08:11:24.687000,2010-08-09 23:59:59,,,197717,1666,749697
,93828,420,1605,2010-08-09 08:11:29.047000,2010-08-08 23:59:59,,,197718,1823,749450
,93944,421,1408,2010-08-10 08:12:31.017000,2010-08-10 23:59:59,,,197864,1613,750335
,93945,422,1455,2010-08-10 08:12:36.187000,2010-08-10 23:59:59,,,197865,1661,750337
,94014,423,1337,2010-08-11 09:28:43.110000,2010-08-26 23:59:59,,,197966,1540,660579
,94015,424,19380,2010-08-11 09:29:45.577000,2010-08-11 23:59:59,,,197967,21987,750832
,94094,425,1590,2010-08-12 09:35:25.437000,2010-08-27 23:59:59,,,198067,1801,752046
,94095,426,1486,2010-08-12 09:35:30.157000,2010-08-27 23:59:59,,,198068,1692,752047
,94096,427,19464,2010-08-12 09:38:42.407000,2010-08-12 23:59:59,,,198069,22398,751781
,94097,428,1360,2010-08-12 09:38:46.297000,2010-08-12 23:59:59,,,198070,1563,751779
,94143,429,1511,2010-08-13 08:28:09.720000,2010-08-28 23:59:59,,,198145,1717,752430
,94144,430,1333,2010-08-13 08:28:41.313000,2010-08-13 23:59:59,,,198146,1536,752241
,94145,431,1365,2010-08-13 08:28:45.923000,2010-08-13 23:59:59,,,198147,1568,752242
,94158,432,1340,2010-08-13 09:36:21.360000,2010-08-12 23:59:59,,,198173,1543,751778
,94159,433,1340,2010-08-13 09:36:49.720000,2010-08-11 23:59:59,,,198174,8218,750831
,94207,434,1495,2010-08-14 08:19:48.077000,2010-08-29 23:59:59,,,198243,8222,752865
,94208,435,1386,2010-08-14 08:20:16.187000,2010-08-14 23:59:59,,,198244,1590,752691
,94209,436,33593,2010-08-14 08:20:22.063000,2010-08-14 23:59:59,,,198245,37289,752696
,94210,437,19519,2010-08-14 08:20:26.140000,2010-08-14 23:59:59,,,198246,22636,752695
,94211,438,1391,2010-08-14 08:20:32.577000,2010-08-14 23:59:59,,,198247,1595,752692
,94282,439,1554,2010-08-16 07:40:58.627000,2010-08-16 23:59:59,,,198349,1763,753374
,94453,440,1593,2010-08-17 08:19:28.030000,2010-09-01 00:00:00,,,198666,1804,754298
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198667,1604,592427
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198668,1604,621448
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198669,1604,626118
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198670,1604,626275
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198671,1604,748775
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198672,1604,754120
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198673,1604,749011
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198674,1608,592428
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198675,1608,621449
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198676,1608,626119
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198677,1608,626276
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198678,1608,748776
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198679,1608,754121
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198680,1608,749012
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198681,1604,754299
,94454,441,1403,2010-08-17 08:19:32.627000,2010-09-01 00:00:00,,,198682,1608,754300
,94455,442,1400,2010-08-17 08:19:36.360000,2010-09-01 00:00:00,,,198683,1605,754301
,94456,443,1375,2010-08-17 08:19:39.030000,2010-09-01 00:00:00,,,198684,1578,754302
,94457,444,1433,2010-08-17 08:19:41.750000,2010-09-01 00:00:00,,,198685,1639,754303
,94458,445,1550,2010-08-17 08:20:06.047000,2010-08-17 23:59:59,,,198686,1758,754117
,94459,446,1310,2010-08-17 08:20:11.063000,2010-08-17 23:59:59,,,198687,1806,754119
,94925,447,29809,2010-08-18 16:34:22.583000,2010-09-02 23:59:59,,,200393,34518,755499
,94926,448,1449,2010-08-18 16:34:25.833000,2010-09-02 23:59:59,,,200394,1655,755500
,94927,449,1358,2010-08-18 16:34:28.357000,2010-09-02 23:59:59,,,200395,1561,755501
,94928,450,1440,2010-08-18 16:38:33.167000,2010-08-18 23:59:59,,,200396,1818,748038
,94929,451,1341,2010-08-18 16:38:38.400000,2010-08-18 23:59:59,,,200397,1544,755008
,94930,452,1525,2010-08-18 16:38:43.013000,2010-08-18 23:59:59,,,200398,1781,755015
,94940,453,1356,2010-08-19 08:53:54.967000,2010-08-19 23:59:59,,,200408,35719,755553
,94941,454,1440,2010-08-19 08:54:00.360000,2010-08-19 23:59:59,,,200409,1646,755549
,94942,455,1344,2010-08-19 08:54:06.293000,2010-08-19 23:59:59,,,200410,1547,755547
,94943,456,1537,2010-08-19 08:54:10.670000,2010-08-19 23:59:59,,,200411,1744,755550
,94944,457,1501,2010-08-19 08:55:11.293000,2010-09-03 23:59:59,,,200412,1707,755732
,95090,458,1392,2010-08-21 08:38:58.217000,2010-09-05 23:59:59,,,200625,1596,756762
,95163,459,1325,2010-08-23 09:45:36.730000,2010-09-06 23:59:59,,,200748,1528,757454
,95164,460,1598,2010-08-23 09:45:39.420000,2010-09-06 23:59:59,,,200749,1810,757455
,95165,461,1417,2010-08-23 09:45:41.537000,2010-09-06 23:59:59,,,200750,1623,757456
,95166,462,1605,2010-08-23 09:45:43.740000,2010-09-07 23:59:59,,,200751,1817,757457
,95167,463,7681,2010-08-23 09:45:45.897000,2010-09-06 23:59:59,,,200752,1749,757459
,95168,464,1604,2010-08-23 09:45:47.893000,2010-09-07 23:59:59,,,200753,1816,757460
,95169,465,1464,2010-08-23 09:47:43.217000,2010-08-22 23:59:59,,,200754,1670,756990
