Totals & Averages,CREDITID,PAYMENTID,LEDGERID,RECEIPTID,MEMOID,DCREDIT,DCCREDITAMT,DCREATED,SMEMO,EMPLOYEEID
,430608,2027598,107640,1224865,563806,2013-05-29 15:06:10.977000,15,2013-05-29 15:06:18.833000,Waived current late fee 1.,93
,430609,2027598,107640,1224865,563806,2013-05-29 15:06:10.977000,-15,2013-05-29 15:06:18.833000,Waived current late fee 1.,93
,430674,2027764,55423,1224953,563831,2013-05-29 16:13:34.320000,15,2013-05-29 16:13:44.820000,Waived current late fee 1.,93
,430675,2027764,55423,1224953,563831,2013-05-29 16:13:34.320000,-15,2013-05-29 16:13:44.820000,Waived current late fee 1.,93
,432078,2040221,63274,1233624,564499,2013-06-03 10:52:54.343000,15,2013-06-03 10:53:00.150000,Waived current late fee 1.,93
,432079,2040221,63274,1233624,564499,2013-06-03 10:52:54.343000,-15,2013-06-03 10:53:00.153000,Waived current late fee 1.,93
,435580,2059138,1509,1245608,566244,2013-06-13 16:01:54.567000,15,2013-06-13 16:01:58.967000,Waived current late fee 1.,93
,435581,2059138,1509,1245608,566244,2013-06-13 16:01:54.567000,-15,2013-06-13 16:01:58.970000,Waived current late fee 1.,93
,435782,2059806,80695,1245969,566332,2013-06-14 12:27:30.890000,15,2013-06-14 12:27:36.763000,Waived current late fee 2.,93
,435783,2059806,80695,1245969,566332,2013-06-14 12:27:30.890000,-15,2013-06-14 12:27:36.763000,Waived current late fee 2.,93
,435874,2060134,101837,1246127,566370,2013-06-14 14:38:29.463000,15,2013-06-14 14:38:56.430000,Waived current late fee 1.,93
,435875,2060134,101837,1246127,566370,2013-06-14 14:38:29.463000,-15,2013-06-14 14:38:56.430000,Waived current late fee 1.,93
,435930,2060360,105534,1246242,566405,2013-06-14 16:16:22.453000,15,2013-06-14 16:16:27.717000,Waived current late fee 1.,93
,435931,2060360,105534,1246242,566405,2013-06-14 16:16:22.453000,-15,2013-06-14 16:16:27.717000,Waived current late fee 1.,93
,435932,2060361,105534,1246242,566406,2013-06-14 16:16:22.453000,15,2013-06-14 16:16:27.717000,Waived current late fee 2.,93
,435933,2060361,105534,1246242,566406,2013-06-14 16:16:22.453000,-15,2013-06-14 16:16:27.720000,Waived current late fee 2.,93
,435944,2060449,96784,1246282,566414,2013-06-14 16:52:11.340000,15,2013-06-14 16:52:46.037000,Waived current late fee 1.,93
,435945,2060449,96784,1246282,566414,2013-06-14 16:52:11.340000,-15,2013-06-14 16:52:46.037000,Waived current late fee 1.,93
,436960,2063606,47056,1247993,566816,2013-06-18 10:30:16.400000,15,2013-06-18 10:30:25.840000,Waived current late fee 1.,93
,436961,2063606,47056,1247993,566816,2013-06-18 10:30:16.400000,-15,2013-06-18 10:30:25.840000,Waived current late fee 1.,93
,437052,2064105,98754,1248258,566864,2013-06-18 16:04:13.950000,15,2013-06-18 16:04:40.577000,Waived current late fee 1.,93
,437053,2064105,98754,1248258,566864,2013-06-18 16:04:13.950000,-15,2013-06-18 16:04:40.577000,Waived current late fee 1.,93
,437704,2065623,1715,1248981,567088,2013-06-20 09:40:10.013000,15,2013-06-20 09:40:29.673000,Waived current late fee 1.,93
,437705,2065623,1715,1248981,567088,2013-06-20 09:40:10.013000,-15,2013-06-20 09:40:29.677000,Waived current late fee 1.,93
,438284,2067993,101412,1250163,567387,2013-06-22 10:06:01.127000,15,2013-06-22 10:06:11.473000,Waived current late fee 1.,1179
,438285,2067993,101412,1250163,567387,2013-06-22 10:06:01.127000,-15,2013-06-22 10:06:11.473000,Waived current late fee 1.,1179
,438286,2067994,101412,1250163,567388,2013-06-22 10:06:01.127000,15,2013-06-22 10:06:11.477000,Waived current late fee 2.,1179
,438287,2067994,101412,1250163,567388,2013-06-22 10:06:01.127000,-15,2013-06-22 10:06:11.477000,Waived current late fee 2.,1179
,439098,2070845,1768,1251656,567711,2013-06-25 13:09:20.163000,15,2013-06-25 13:09:37.737000,Waived current late fee 1.,93
,439099,2070845,1768,1251656,567711,2013-06-25 13:09:20.163000,-15,2013-06-25 13:09:37.737000,Waived current late fee 1.,93
,442542,2095053,66820,1267718,569540,2013-07-06 13:35:21.707000,15,2013-07-06 13:35:15.990000,Waived current late fee 1.,1179
,442543,2095053,66820,1267718,569540,2013-07-06 13:35:21.707000,-15,2013-07-06 13:35:15.990000,Waived current late fee 1.,1179
,442544,2095054,66820,1267718,569541,2013-07-06 13:35:21.707000,15,2013-07-06 13:35:15.990000,Waived current late fee 2.,1179
,442545,2095054,66820,1267718,569541,2013-07-06 13:35:21.707000,-15,2013-07-06 13:35:15.990000,Waived current late fee 2.,1179
,443962,2101994,85437,1272058,570739,2013-07-09 10:19:05.060000,15,2013-07-09 10:19:08.520000,Waived current late fee 2.,93
,443963,2101994,85437,1272058,570739,2013-07-09 10:19:05.060000,-15,2013-07-09 10:19:08.520000,Waived current late fee 2.,93
,444122,2102591,1712,1272407,570791,2013-07-09 14:10:00.597000,15,2013-07-09 14:10:03.047000,Waived current late fee 1.,93
,444123,2102591,1712,1272407,570791,2013-07-09 14:10:00.597000,-15,2013-07-09 14:10:03.047000,Waived current late fee 1.,93
,444382,2104686,101481,1273765,571150,2013-07-10 14:26:53.277000,15,2013-07-10 14:26:56.523000,Waived current late fee 1.,1212
,444383,2104686,101481,1273765,571150,2013-07-10 14:26:53.277000,-15,2013-07-10 14:26:56.523000,Waived current late fee 1.,1212
,446586,2112331,109016,1277780,572096,2013-07-16 10:29:04.887000,15,2013-07-16 10:29:10.773000,Waived current late fee 1.,93
,446587,2112331,109016,1277780,572096,2013-07-16 10:29:04.887000,-15,2013-07-16 10:29:10.773000,Waived current late fee 1.,93
,447908,2117268,111176,1280331,572686,2013-07-20 13:41:55.277000,15,2013-07-20 13:41:58.403000,Waived current late fee 1.,1179
,447909,2117268,111176,1280331,572686,2013-07-20 13:41:55.277000,-15,2013-07-20 13:41:58.407000,Waived current late fee 1.,1179
,451266,2124102,1509,1283528,573451,2013-07-26 13:23:04.430000,15,2013-07-26 13:22:57.683000,Waived current late fee 1.,1179
,451267,2124102,1509,1283528,573451,2013-07-26 13:23:04.430000,-15,2013-07-26 13:22:57.683000,Waived current late fee 1.,1179
,451268,2124103,1509,1283528,573452,2013-07-26 13:23:04.430000,15,2013-07-26 13:22:57.683000,Waived current late fee 2.,1179
,451269,2124103,1509,1283528,573452,2013-07-26 13:23:04.430000,-15,2013-07-26 13:22:57.683000,Waived current late fee 2.,1179
,454274,2144479,85272,1297037,575066,2013-08-05 09:26:15.603000,15,2013-08-05 09:26:46.583000,Waived current late fee 1.,93
,454275,2144479,85272,1297037,575066,2013-08-05 09:26:15.603000,-15,2013-08-05 09:26:46.587000,Waived current late fee 1.,93
,454376,2145469,46711,1297744,575131,2013-08-05 13:59:57.363000,15,2013-08-05 14:00:03.270000,Waived current late fee 1.,93
,454377,2145469,46711,1297744,575131,2013-08-05 13:59:57.363000,-15,2013-08-05 14:00:03.270000,Waived current late fee 1.,93
,454458,2146580,112688,1298539,575184,2013-08-05 17:20:21.810000,15,2013-08-05 17:20:29.100000,Waived current late fee 1.,1179
,454459,2146580,112688,1298539,575184,2013-08-05 17:20:21.810000,-15,2013-08-05 17:20:29.100000,Waived current late fee 1.,1179
,456832,2157781,108792,1305348,576164,2013-08-13 10:00:51.530000,15,2013-08-13 10:01:21.420000,Waived current late fee 1.,93
,456833,2157781,108792,1305348,576164,2013-08-13 10:00:51.530000,-15,2013-08-13 10:01:21.420000,Waived current late fee 1.,93
,456926,2158153,99555,1305542,576213,2013-08-13 13:32:13.417000,15,2013-08-13 13:32:18.460000,Waived current late fee 1.,93
,456927,2158153,99555,1305542,576213,2013-08-13 13:32:13.417000,-15,2013-08-13 13:32:18.463000,Waived current late fee 1.,93
,456928,2158154,99555,1305542,576214,2013-08-13 13:32:13.417000,15,2013-08-13 13:32:18.467000,Waived current late fee 2.,93
,456929,2158154,99555,1305542,576214,2013-08-13 13:32:13.417000,-15,2013-08-13 13:32:18.467000,Waived current late fee 2.,93
,458722,2164292,116425,1308714,577027,2013-08-19 12:45:50.747000,15,2013-08-19 12:46:34.057000,Waived current late fee 1.,93
,458723,2164292,116425,1308714,577027,2013-08-19 12:45:50.747000,-15,2013-08-19 12:46:34.057000,Waived current late fee 1.,93
,459682,2167890,110745,1310752,577507,2013-08-23 10:50:33.157000,15,2013-08-23 10:51:36.487000,Waived current late fee 1.,93
,459683,2167890,110745,1310752,577507,2013-08-23 10:50:33.157000,-15,2013-08-23 10:51:36.487000,Waived current late fee 1.,93
,459684,2167891,80082,1310752,577508,2013-08-23 10:50:33.157000,15,2013-08-23 10:51:36.487000,Waived current late fee 1.,93
,459685,2167891,80082,1310752,577508,2013-08-23 10:50:33.157000,-15,2013-08-23 10:51:36.490000,Waived current late fee 1.,93
,460276,2170517,114442,1312177,577816,2013-08-26 10:32:46.263000,15,2013-08-26 10:32:53.740000,Waived current late fee 1.,93
,460277,2170517,114442,1312177,577816,2013-08-26 10:32:46.263000,-15,2013-08-26 10:32:53.740000,Waived current late fee 1.,93
,461202,2176206,112020,1315478,578398,2013-08-30 15:17:08.643000,15,2013-08-30 15:17:36.167000,Waived current late fee 1.,93
,461203,2176206,112020,1315478,578398,2013-08-30 15:17:08.643000,-15,2013-08-30 15:17:36.167000,Waived current late fee 1.,93
,461204,2176207,114468,1315478,578399,2013-08-30 15:17:08.643000,15,2013-08-30 15:17:36.167000,Waived current late fee 1.,93
,461205,2176207,114468,1315478,578399,2013-08-30 15:17:08.643000,-15,2013-08-30 15:17:36.167000,Waived current late fee 1.,93
,462248,2188005,1525,1323993,578908,2013-09-03 13:59:39.713000,15,2013-09-03 13:59:43.410000,Waived current late fee 1.,93
,462249,2188005,1525,1323993,578908,2013-09-03 13:59:39.713000,-15,2013-09-03 13:59:43.410000,Waived current late fee 1.,93
,462286,2188234,97446,1324103,578921,2013-09-03 14:38:30.720000,15,2013-09-03 14:38:33.177000,Waived current late fee 1.,93
,462287,2188234,97446,1324103,578921,2013-09-03 14:38:30.720000,-15,2013-09-03 14:38:33.177000,Waived current late fee 1.,93
,463680,2197469,115553,1330369,579579,2013-09-09 11:36:52.040000,15,2013-09-09 11:37:22.097000,Waived current late fee 1.,93
,463681,2197469,115553,1330369,579579,2013-09-09 11:36:52.040000,-15,2013-09-09 11:37:22.097000,Waived current late fee 1.,93
,463814,2198161,96587,1330806,579646,2013-09-09 15:33:23.743000,15,2013-09-09 15:33:21.163000,Waived current late fee 1.,93
,463815,2198161,96587,1330806,579646,2013-09-09 15:33:23.743000,-15,2013-09-09 15:33:21.163000,Waived current late fee 1.,93
,463816,2198163,96587,1330807,579648,2013-09-09 15:35:12.210000,15,2013-09-09 15:35:10.610000,Waived current late fee 1.,93
,463817,2198163,96587,1330807,579648,2013-09-09 15:35:12.210000,-15,2013-09-09 15:35:10.610000,Waived current late fee 1.,93
,465042,2202895,105230,1333503,580071,2013-09-12 09:31:10.157000,15,2013-09-12 09:31:33.197000,Waived current late fee 2.,93
,465043,2202895,105230,1333503,580071,2013-09-12 09:31:10.157000,-15,2013-09-12 09:31:33.197000,Waived current late fee 2.,93
,465616,2204244,108792,1334151,580221,2013-09-13 10:38:02.237000,15,2013-09-13 10:38:18.543000,Waived current late fee 1.,93
,465617,2204244,108792,1334151,580221,2013-09-13 10:38:02.237000,-15,2013-09-13 10:38:18.543000,Waived current late fee 1.,93
,465646,2204366,118091,1334213,580228,2013-09-13 11:28:36.673000,15,2013-09-13 11:28:38.330000,Waived current late fee 1.,93
,465647,2204366,118091,1334213,580228,2013-09-13 11:28:36.673000,-15,2013-09-13 11:28:38.330000,Waived current late fee 1.,93
,466688,2207824,71154,1335903,580581,2013-09-16 13:11:30.987000,15,2013-09-16 13:11:47.867000,Waived current late fee 1.,93
,466689,2207824,71154,1335903,580581,2013-09-16 13:11:30.987000,-15,2013-09-16 13:11:47.867000,Waived current late fee 1.,93
,466690,2207825,71154,1335903,580582,2013-09-16 13:11:30.987000,15,2013-09-16 13:11:47.870000,Waived current late fee 2.,93
,466691,2207825,71154,1335903,580582,2013-09-16 13:11:30.987000,-15,2013-09-16 13:11:47.870000,Waived current late fee 2.,93
,468696,2214974,1809,1339690,581623,2013-09-23 11:34:53.670000,15,2013-09-23 11:34:59.607000,Waived current late fee 1.,93
,468697,2214974,1809,1339690,581623,2013-09-23 11:34:53.670000,-15,2013-09-23 11:34:59.610000,Waived current late fee 1.,93
,468698,2214975,1809,1339690,581624,2013-09-23 11:34:53.670000,15,2013-09-23 11:34:59.610000,Waived current late fee 2.,93
,468699,2214975,1809,1339690,581624,2013-09-23 11:34:53.670000,-15,2013-09-23 11:34:59.610000,Waived current late fee 2.,93
,469374,2217479,81776,1341027,581936,2013-09-25 13:21:22.867000,15,2013-09-25 13:21:30.457000,Waived current late fee 1.,1212
,469375,2217479,81776,1341027,581936,2013-09-25 13:21:22.867000,-15,2013-09-25 13:21:30.457000,Waived current late fee 1.,1212
,469426,2217917,114673,1341242,581976,2013-09-25 17:09:22.233000,15,2013-09-25 17:10:57.387000,Waived current late fee 1.,93
,469427,2217917,114673,1341242,581976,2013-09-25 17:09:22.233000,-15,2013-09-25 17:10:57.387000,Waived current late fee 1.,93
,469824,2219366,85316,1342034,582134,2013-09-27 10:01:51.997000,15,2013-09-27 10:01:56.743000,Waived current late fee 1.,93
,469825,2219366,85316,1342034,582134,2013-09-27 10:01:51.997000,-15,2013-09-27 10:01:56.743000,Waived current late fee 1.,93
,470460,2222913,89555,1344054,582448,2013-09-30 09:38:28.523000,15,2013-09-30 09:38:32.513000,Waived current late fee 1.,93
,470461,2222913,89555,1344054,582448,2013-09-30 09:38:28.523000,-15,2013-09-30 09:38:32.513000,Waived current late fee 1.,93
,470528,2223280,81997,1344299,582486,2013-09-30 12:20:36.830000,15,2013-09-30 12:21:05.407000,Waived current late fee 1.,93
,470529,2223280,81997,1344299,582486,2013-09-30 12:20:36.830000,-15,2013-09-30 12:21:05.407000,Waived current late fee 1.,93
,470648,2223808,114228,1344660,582552,2013-09-30 14:36:18.867000,15,2013-09-30 14:36:21.120000,Waived current late fee 1.,93
,470649,2223808,114228,1344660,582552,2013-09-30 14:36:18.867000,-15,2013-09-30 14:36:21.120000,Waived current late fee 1.,93
,470650,2223809,114228,1344660,582553,2013-09-30 14:36:18.867000,15,2013-09-30 14:36:21.120000,Waived current late fee 2.,93
,470651,2223809,114228,1344660,582553,2013-09-30 14:36:18.867000,-15,2013-09-30 14:36:21.123000,Waived current late fee 2.,93
,474390,2249058,117932,1361598,583968,2013-10-10 11:55:41.897000,15,2013-10-10 11:55:31.087000,Waived current late fee 1.,93
,474391,2249058,117932,1361598,583968,2013-10-10 11:55:41.897000,-15,2013-10-10 11:55:31.090000,Waived current late fee 1.,93
,474636,2249774,1712,1361994,584037,2013-10-10 15:23:46.567000,15,2013-10-10 15:23:48.603000,Waived current late fee 1.,93
,474637,2249774,1712,1361994,584037,2013-10-10 15:23:46.567000,-15,2013-10-10 15:23:48.603000,Waived current late fee 1.,93
,477242,2259793,86856,1367245,585094,2013-10-19 09:05:53.527000,15,2013-10-19 09:06:03.550000,Waived current late fee 1.,93
,477243,2259793,86856,1367245,585094,2013-10-19 09:05:53.527000,-15,2013-10-19 09:06:03.550000,Waived current late fee 1.,93
,477244,2259794,86856,1367245,585095,2013-10-19 09:05:53.527000,15,2013-10-19 09:06:03.550000,Waived current late fee 2.,93
,477245,2259794,86856,1367245,585095,2013-10-19 09:05:53.527000,-15,2013-10-19 09:06:03.550000,Waived current late fee 2.,93
,477300,2260278,83600,1367466,585139,2013-10-19 13:55:54.467000,15,2013-10-19 13:55:59.827000,Waived current late fee 1.,93
,477301,2260278,83600,1367466,585139,2013-10-19 13:55:54.467000,-15,2013-10-19 13:55:59.827000,Waived current late fee 1.,93
,477486,2261293,116785,1367998,585206,2013-10-21 11:15:12.773000,15,2013-10-21 11:15:37.923000,Waived current late fee 1.,93
,477487,2261293,116785,1367998,585206,2013-10-21 11:15:12.773000,-15,2013-10-21 11:15:37.927000,Waived current late fee 1.,93
,477600,2261887,106518,1368320,585292,2013-10-21 17:03:20.903000,15,2013-10-21 17:03:23.270000,Waived current late fee 1.,93
,477601,2261887,106518,1368320,585292,2013-10-21 17:03:20.903000,-15,2013-10-21 17:03:23.270000,Waived current late fee 1.,93
,477672,2262280,1509,1368537,585322,2013-10-22 10:12:56.133000,15,2013-10-22 10:12:59.037000,Waived current late fee 2.,93
,477673,2262280,1509,1368537,585322,2013-10-22 10:12:56.133000,-15,2013-10-22 10:12:59.037000,Waived current late fee 2.,93
,478445,2265077,85272,1370041,585583,2013-10-25 09:41:04.630000,15,2013-10-25 09:41:30.010000,Waived current late fee 1.,93
,478446,2265077,85272,1370041,585583,2013-10-25 09:41:04.630000,-15,2013-10-25 09:41:30.013000,Waived current late fee 1.,93
,480401,2279059,50682,1379020,586550,2013-11-01 16:32:33.517000,15,2013-11-01 16:32:38.657000,Waived current late fee 1.,93
,480402,2279059,50682,1379020,586550,2013-11-01 16:32:33.517000,-15,2013-11-01 16:32:38.657000,Waived current late fee 1.,93
,481727,2289033,57011,1385989,587195,2013-11-05 16:31:54.243000,15,2013-11-05 16:32:00.850000,Waived current late fee 1.,93
,481728,2289033,57011,1385989,587195,2013-11-05 16:31:54.243000,-15,2013-11-05 16:32:00.850000,Waived current late fee 1.,93
,481729,2289034,106264,1385989,587196,2013-11-05 16:31:54.243000,15,2013-11-05 16:32:00.850000,Waived current late fee 1.,93
,481730,2289034,106264,1385989,587196,2013-11-05 16:31:54.243000,-15,2013-11-05 16:32:00.850000,Waived current late fee 1.,93
,483765,2299244,122233,1392247,588081,2013-11-12 09:58:39.933000,15,2013-11-12 09:58:42.753000,Waived current late fee 1.,93
,483766,2299244,122233,1392247,588081,2013-11-12 09:58:39.933000,-15,2013-11-12 09:58:42.757000,Waived current late fee 1.,93
,485133,2303918,106518,1394495,588525,2013-11-15 14:49:24.990000,15,2013-11-15 14:49:15.687000,Waived current late fee 1.,93
,485134,2303918,106518,1394495,588525,2013-11-15 14:49:24.990000,-15,2013-11-15 14:49:15.690000,Waived current late fee 1.,93
,485365,2304818,120450,1394944,588618,2013-11-16 11:57:46.417000,15,2013-11-16 11:57:37.917000,Waived current late fee 1.,1179
,485366,2304818,120450,1394944,588618,2013-11-16 11:57:46.417000,-15,2013-11-16 11:57:37.917000,Waived current late fee 1.,1179
,486459,2308566,120344,1396822,588966,2013-11-20 13:14:35.407000,15,2013-11-20 13:14:38.143000,Waived current late fee 1.,1212
,486460,2308566,120344,1396822,588966,2013-11-20 13:14:35.407000,-15,2013-11-20 13:14:38.143000,Waived current late fee 1.,1212
,486955,2310746,85142,1397998,589286,2013-11-22 14:45:14.380000,15,2013-11-22 14:45:27.623000,Waived current late fee 1.,93
,486956,2310746,85142,1397998,589286,2013-11-22 14:45:14.380000,-15,2013-11-22 14:45:27.623000,Waived current late fee 1.,93
,487053,2311396,1790,1398325,589347,2013-11-23 10:51:04.450000,15,2013-11-23 10:51:01.530000,Waived current late fee 1.,93
,487054,2311396,1790,1398325,589347,2013-11-23 10:51:04.450000,-15,2013-11-23 10:51:01.530000,Waived current late fee 1.,93
,487357,2312821,1586,1399097,589487,2013-11-25 11:47:50.720000,15,2013-11-25 11:47:49.123000,Waived current late fee 1.,93
,487358,2312821,1586,1399097,589487,2013-11-25 11:47:50.720000,-15,2013-11-25 11:47:49.123000,Waived current late fee 1.,93
,489023,2316152,118177,1400762,589759,2013-11-27 12:38:57.770000,15,2013-11-27 12:39:02.773000,Waived current late fee 1.,93
,489024,2316152,118177,1400762,589759,2013-11-27 12:38:57.770000,-15,2013-11-27 12:39:02.773000,Waived current late fee 1.,93
,489025,2316153,117018,1400762,589760,2013-11-27 12:38:57.770000,15,2013-11-27 12:39:02.777000,Waived current late fee 1.,93
,489026,2316153,117018,1400762,589760,2013-11-27 12:38:57.770000,-15,2013-11-27 12:39:02.777000,Waived current late fee 1.,93
,491603,2335834,120228,1413958,590761,2013-12-05 13:15:25.420000,15,2013-12-05 13:16:01.740000,Waived current late fee 1.,93
,491604,2335834,120228,1413958,590761,2013-12-05 13:15:25.420000,-15,2013-12-05 13:16:01.740000,Waived current late fee 1.,93
,491605,2335835,120228,1413958,590762,2013-12-05 13:15:25.420000,15,2013-12-05 13:16:01.740000,Waived current late fee 2.,93
,491606,2335835,120228,1413958,590762,2013-12-05 13:15:25.420000,-15,2013-12-05 13:16:01.743000,Waived current late fee 2.,93
,491829,2337563,119752,1415099,590870,2013-12-06 09:34:13.227000,15,2013-12-06 09:34:34.120000,Waived current late fee 1.,93
,491830,2337563,119752,1415099,590870,2013-12-06 09:34:13.227000,-15,2013-12-06 09:34:34.120000,Waived current late fee 1.,93
,491909,2337834,8221,1415265,590912,2013-12-06 11:14:43.357000,15,2013-12-06 11:14:48.657000,Waived current late fee 1.,93
,491910,2337834,8221,1415265,590912,2013-12-06 11:14:43.357000,-15,2013-12-06 11:14:48.657000,Waived current late fee 1.,93
,492093,2338923,123887,1415935,591015,2013-12-06 16:16:31.147000,15,2013-12-06 16:16:51.040000,Waived current late fee 1.,93
,492094,2338923,123887,1415935,591015,2013-12-06 16:16:31.147000,-15,2013-12-06 16:16:51.040000,Waived current late fee 1.,93
,492413,2341828,44381,1417783,591216,2013-12-09 12:08:46.207000,15,2013-12-09 12:09:06.873000,Waived current late fee 1.,93
,492414,2341828,44381,1417783,591216,2013-12-09 12:08:46.207000,-15,2013-12-09 12:09:06.873000,Waived current late fee 1.,93
,492445,2342107,102788,1417970,591243,2013-12-09 13:47:35.250000,15,2013-12-09 13:47:37.090000,Waived current late fee 2.,93
,492446,2342107,102788,1417970,591243,2013-12-09 13:47:35.250000,-15,2013-12-09 13:47:37.093000,Waived current late fee 2.,93
,492449,2342118,1712,1417979,591246,2013-12-09 13:51:20.577000,15,2013-12-09 13:51:22.540000,Waived current late fee 1.,93
,492450,2342118,1712,1417979,591246,2013-12-09 13:51:20.577000,-15,2013-12-09 13:51:22.540000,Waived current late fee 1.,93
,492659,2343766,96784,1419056,591362,2013-12-10 13:10:31.603000,15,2013-12-10 13:10:52.613000,Waived current late fee 1.,93
,492660,2343766,96784,1419056,591362,2013-12-10 13:10:31.603000,-15,2013-12-10 13:10:52.613000,Waived current late fee 1.,93
,492801,2344684,114191,1419631,591435,2013-12-10 18:26:22.007000,15,2013-12-10 18:26:25.010000,Waived current late fee 1.,93
,492802,2344684,114191,1419631,591435,2013-12-10 18:26:22.007000,-15,2013-12-10 18:26:25.010000,Waived current late fee 1.,93
,492803,2344685,114191,1419631,591436,2013-12-10 18:26:22.007000,15,2013-12-10 18:26:25.010000,Waived current late fee 2.,93
,492804,2344685,114191,1419631,591436,2013-12-10 18:26:22.007000,-15,2013-12-10 18:26:25.010000,Waived current late fee 2.,93
,493505,2346834,82728,1420829,591745,2013-12-12 13:44:58.290000,15,2013-12-12 13:45:54.613000,Waived current late fee 1.,93
,493506,2346834,82728,1420829,591745,2013-12-12 13:44:58.290000,-15,2013-12-12 13:45:54.613000,Waived current late fee 1.,93
,493531,2346907,118491,1420871,591760,2013-12-12 14:32:20.703000,15,2013-12-12 14:32:23.407000,Waived current late fee 1.,93
,493532,2346907,118491,1420871,591760,2013-12-12 14:32:20.703000,-15,2013-12-12 14:32:23.407000,Waived current late fee 1.,93
,494253,2348705,106518,1421759,592101,2013-12-13 15:32:29.723000,15,2013-12-13 15:32:45.743000,Waived current late fee 1.,93
,494254,2348705,106518,1421759,592101,2013-12-13 15:32:29.723000,-15,2013-12-13 15:32:45.747000,Waived current late fee 1.,93
,494257,2348737,116155,1421773,592103,2013-12-13 15:39:11.300000,15,2013-12-13 15:39:37.893000,Waived current late fee 1.,93
,494258,2348737,116155,1421773,592103,2013-12-13 15:39:11.300000,-15,2013-12-13 15:39:37.893000,Waived current late fee 1.,93
,494419,2349513,93143,1422152,592205,2013-12-14 10:46:48.840000,15,2013-12-14 10:46:52.340000,Waived current late fee 1.,1179
,494420,2349513,93143,1422152,592205,2013-12-14 10:46:48.840000,-15,2013-12-14 10:46:52.340000,Waived current late fee 1.,1179
,506150,2468905,112599,1463269,602080,2013-12-21 12:25:44.697000,15,2013-12-21 12:26:01.530000,Waived current late fee 1.,93
,506151,2468905,112599,1463269,602080,2013-12-21 12:25:44.697000,-15,2013-12-21 12:26:01.530000,Waived current late fee 1.,93
,506370,2469976,120798,1463833,602181,2013-12-23 10:13:21.983000,15,2013-12-23 10:13:28.983000,Waived current late fee 1.,93
,506371,2469976,120798,1463833,602181,2013-12-23 10:13:21.983000,-15,2013-12-23 10:13:28.987000,Waived current late fee 1.,93
,506372,2469979,85142,1463835,602182,2013-12-23 10:14:31.577000,15,2013-12-23 10:14:56.050000,Waived current late fee 1.,93
,506373,2469979,85142,1463835,602182,2013-12-23 10:14:31.577000,-15,2013-12-23 10:14:56.050000,Waived current late fee 1.,93
,507120,2473589,110745,1465839,602478,2013-12-27 12:57:29.820000,15,2013-12-27 12:57:35.897000,Waived current late fee 2.,93
,507121,2473589,110745,1465839,602478,2013-12-27 12:57:29.820000,-15,2013-12-27 12:57:35.897000,Waived current late fee 2.,93
,507122,2473590,80082,1465839,602479,2013-12-27 12:57:29.820000,15,2013-12-27 12:57:35.900000,Waived current late fee 2.,93
,507123,2473590,80082,1465839,602479,2013-12-27 12:57:29.820000,-15,2013-12-27 12:57:35.900000,Waived current late fee 2.,93
,507662,2476562,31613,1467439,602780,2013-12-30 11:54:21.307000,15,2013-12-30 11:54:27.080000,Waived current late fee 1.,93
,507663,2476562,31613,1467439,602780,2013-12-30 11:54:21.307000,-15,2013-12-30 11:54:27.080000,Waived current late fee 1.,93
,507698,2476676,1586,1467506,602798,2013-12-30 12:26:06.833000,15,2013-12-30 12:26:09.073000,Waived current late fee 1.,93
,507699,2476676,1586,1467506,602798,2013-12-30 12:26:06.833000,-15,2013-12-30 12:26:09.073000,Waived current late fee 1.,93
,507794,2477298,112020,1467872,602863,2013-12-30 16:09:06.360000,15,2013-12-30 16:09:08.890000,Waived current late fee 1.,1179
,507795,2477298,112020,1467872,602863,2013-12-30 16:09:06.360000,-15,2013-12-30 16:09:08.890000,Waived current late fee 1.,1179
,507796,2477299,114468,1467873,602864,2013-12-30 16:09:27,15,2013-12-30 16:09:28.787000,Waived current late fee 1.,1179
,507797,2477299,114468,1467873,602864,2013-12-30 16:09:27,-15,2013-12-30 16:09:28.790000,Waived current late fee 1.,1179
,507980,2478784,124347,1468730,602976,2013-12-31 13:36:03.317000,15,2013-12-31 13:36:43.120000,Waived current late fee 1.,93
,507981,2478784,124347,1468730,602976,2013-12-31 13:36:03.317000,-15,2013-12-31 13:36:43.120000,Waived current late fee 1.,93
,508306,2480812,83736,1470119,603104,2014-01-02 10:07:28.253000,15,2014-01-02 10:07:50.150000,Waived current late fee 1.,93
,508307,2480812,83736,1470119,603104,2014-01-02 10:07:28.253000,-15,2014-01-02 10:07:50.150000,Waived current late fee 1.,93
,508408,2484019,86393,1472578,603181,2014-01-02 12:48:58.180000,15,2014-01-02 12:49:02.803000,Waived current late fee 1.,93
,508409,2484019,86393,1472578,603181,2014-01-02 12:48:58.180000,-15,2014-01-02 12:49:02.803000,Waived current late fee 1.,93
,508424,2484266,117383,1472767,603188,2014-01-02 12:56:49.953000,15,2014-01-02 12:57:17.003000,Waived current late fee 1.,93
,508425,2484266,117383,1472767,603188,2014-01-02 12:56:49.953000,-15,2014-01-02 12:57:17.003000,Waived current late fee 1.,93
,509042,2491001,83077,1477355,603496,2014-01-03 16:00:39.460000,15,2014-01-03 16:00:59.950000,Waived current late fee 2.,93
,509043,2491001,83077,1477355,603496,2014-01-03 16:00:39.460000,-15,2014-01-03 16:00:59.950000,Waived current late fee 2.,93
