Totals & Averages,CREDITID,PAYMENTID,LEDGERID,RECEIPTID,MEMOID,DCREDIT,DCCREDITAMT,DCREATED,SMEMO,EMPLOYEEID
,45162,223876,1601,132116,115865,2010-03-30 08:46:09.220000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,45163,223876,1601,132116,115865,2010-03-30 08:46:09.220000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82776,405243,1558,243133,182639,2010-04-01 08:45:07.483000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82777,405243,1558,243133,182639,2010-04-01 08:45:07.483000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82792,405369,8219,243233,182652,2010-04-01 11:17:34.313000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82793,405369,8219,243233,182652,2010-04-01 11:17:34.313000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82794,405370,8220,243233,182653,2010-04-01 11:17:34.313000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,82795,405370,8220,243233,182653,2010-04-01 11:17:34.313000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,85992,416492,1662,249768,193045,2010-04-02 11:19:22.077000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,85993,416492,1662,249768,193045,2010-04-02 11:19:22.077000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86090,417607,1585,250586,193217,2010-04-04 17:24:49.233000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86091,417607,1585,250586,193217,2010-04-04 17:24:49.233000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86108,417779,1828,250697,193259,2010-04-05 12:04:20.627000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,86109,417779,1828,250697,193259,2010-04-05 12:04:20.627000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,86254,418740,1735,251354,193593,2010-04-07 09:02:21.157000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86255,418740,1735,251354,193593,2010-04-07 09:02:21.157000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86367,419213,1725,251659,193697,2010-04-08 14:10:07.583000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86368,419213,1725,251659,193697,2010-04-08 14:10:07.583000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86370,419233,1687,251668,193698,2010-04-08 14:35:34.350000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86371,419233,1687,251668,193698,2010-04-08 14:35:34.350000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86397,419330,1787,251730,193722,2010-04-08 16:54:50.067000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86398,419330,1787,251730,193722,2010-04-08 16:54:50.067000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86469,419790,1740,252011,193781,2010-04-10 09:13:57.990000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86470,419790,1740,252011,193781,2010-04-10 09:13:57.990000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86475,419819,1631,252028,193786,2010-04-10 10:37:37.710000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86476,419819,1631,252028,193786,2010-04-10 10:37:37.710000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86617,420322,1695,252352,193868,2010-04-12 10:53:09.677000,15,1900-01-02 00:00:00,Waived current late fee 1.,94
,86618,420322,1695,252352,193868,2010-04-12 10:53:09.677000,-15,1900-01-02 00:00:00,Waived current late fee 1.,94
,86764,420889,1641,252660,193995,2010-04-13 15:15:33,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86765,420889,1641,252660,193995,2010-04-13 15:15:33,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86770,420925,1534,252679,194005,2010-04-13 16:17:38.157000,5,1900-01-02 00:00:00,Waived current late fee 1.,91
,86771,420925,1534,252679,194005,2010-04-13 16:17:38.157000,-5,1900-01-02 00:00:00,Waived current late fee 1.,91
,86856,421059,1713,252784,194038,2010-04-14 10:48:25.640000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,86857,421059,1713,252784,194038,2010-04-14 10:48:25.640000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,102090,533755,1788,321871,273818,2010-04-15 08:38:09.173000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,102091,533755,1788,321871,273818,2010-04-15 08:38:09.173000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,102092,533781,1640,321889,273836,2010-04-15 10:43:11.517000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,102093,533781,1640,321889,273836,2010-04-15 10:43:11.517000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,102172,534196,1772,322136,273925,2010-04-16 12:03:03.780000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102173,534196,1772,322136,273925,2010-04-16 12:03:03.780000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102176,534239,1811,322163,273934,2010-04-16 13:43:25.187000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102177,534239,1811,322163,273934,2010-04-16 13:43:25.187000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102252,534641,1749,322379,273991,2010-04-17 15:18:25.250000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102253,534641,1749,322379,273991,2010-04-17 15:18:25.250000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102474,535437,1715,322805,274112,2010-04-20 14:44:11.553000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,102475,535437,1715,322805,274112,2010-04-20 14:44:11.553000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103170,539156,1827,324870,274667,2010-05-01 09:21:28.780000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,103171,539156,1827,324870,274667,2010-05-01 09:21:28.780000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,103178,539481,1684,325125,274699,2010-05-01 12:21:16.280000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,103179,539481,1684,325125,274699,2010-05-01 12:21:16.280000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,103594,542752,1742,327250,275234,2010-05-07 10:52:40.183000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103595,542752,1742,327250,275234,2010-05-07 10:52:40.183000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103614,542846,1517,327313,275254,2010-05-07 13:12:02.480000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103615,542846,1517,327313,275254,2010-05-07 13:12:02.480000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103785,543965,1591,328004,275408,2010-05-10 16:27:47.953000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103786,543965,1591,328004,275408,2010-05-10 16:27:47.953000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103844,544225,1508,328165,275444,2010-05-11 14:05:04.343000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103845,544225,1508,328165,275444,2010-05-11 14:05:04.343000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,103931,544459,1785,328313,275471,2010-05-12 09:20:01.453000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,103932,544459,1785,328313,275471,2010-05-12 09:20:01.453000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104057,544730,1713,328465,275516,2010-05-13 08:33:30.017000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104058,544730,1713,328465,275516,2010-05-13 08:33:30.017000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104115,544978,1589,328605,275551,2010-05-13 16:58:41.077000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104116,544978,1589,328605,275551,2010-05-13 16:58:41.077000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104234,545866,8217,329043,275609,2010-05-17 08:33:44,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104235,545866,8217,329043,275609,2010-05-17 08:33:44,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104236,545867,8218,329043,275610,2010-05-17 08:33:44,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,104237,545867,8218,329043,275610,2010-05-17 08:33:44,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,109887,582961,1670,351360,295115,2010-06-03 13:04:20.530000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,109888,582961,1670,351360,295115,2010-06-03 13:04:20.530000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110021,584023,1740,352065,295335,2010-06-05 10:59:38.530000,15,1900-01-02 00:00:00,Waived current late fee 1.,95
,110022,584023,1740,352065,295335,2010-06-05 10:59:38.530000,-15,1900-01-02 00:00:00,Waived current late fee 1.,95
,110267,584949,1646,352623,295495,2010-06-07 16:54:37.703000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110268,584949,1646,352623,295495,2010-06-07 16:54:37.703000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110309,585170,1540,352741,295521,2010-06-08 11:19:06.453000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110310,585170,1540,352741,295521,2010-06-08 11:19:06.453000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110343,585287,1510,352816,295539,2010-06-08 14:35:17.063000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110344,585287,1510,352816,295539,2010-06-08 14:35:17.063000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110395,585658,1606,353042,295595,2010-06-09 10:30:42.250000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110396,585658,1606,353042,295595,2010-06-09 10:30:42.250000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110401,585674,1767,353049,295598,2010-06-09 11:11:56.890000,15,1900-01-02 00:00:00,Waived current late fee 2.,93
,110402,585674,1767,353049,295598,2010-06-09 11:11:56.890000,-15,1900-01-02 00:00:00,Waived current late fee 2.,93
,110687,586969,31867,353779,295782,2010-06-11 16:00:50.343000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,110688,586969,31867,353779,295782,2010-06-11 16:00:50.343000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,110918,588066,1589,354403,295976,2010-06-15 13:52:28.437000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110919,588066,1589,354403,295976,2010-06-15 13:52:28.437000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110944,588197,1788,354506,295995,2010-06-15 15:55:02.627000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,110945,588197,1788,354506,295995,2010-06-15 15:55:02.627000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,111072,588384,1523,354609,296014,2010-06-16 09:23:50.517000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,111073,588384,1523,354609,296014,2010-06-16 09:23:50.517000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,111404,589871,21987,355415,296185,2010-06-18 13:00:38.833000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111405,589871,21987,355415,296185,2010-06-18 13:00:38.833000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111520,590219,1509,355588,296230,2010-06-19 09:41:09.210000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111521,590219,1509,355588,296230,2010-06-19 09:41:09.210000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111528,590294,1636,355616,296240,2010-06-19 11:20:58.037000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,111529,590294,1636,355616,296240,2010-06-19 11:20:58.037000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,111824,591846,1660,356503,296467,2010-06-24 08:13:19.390000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111825,591846,1660,356503,296467,2010-06-24 08:13:19.390000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111920,592148,1593,356704,296538,2010-06-24 16:46:16.190000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,111921,592148,1593,356704,296538,2010-06-24 16:46:16.190000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,114649,614535,33143,373463,302905,2010-07-02 10:01:20.340000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,114650,614535,33143,373463,302905,2010-07-02 10:01:20.340000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,114755,615096,1752,373833,303048,2010-07-02 15:50:00.620000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,114756,615096,1752,373833,303048,2010-07-02 15:50:00.620000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,115082,616595,8225,374812,303344,2010-07-06 10:41:20.377000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,115083,616595,8225,374812,303344,2010-07-06 10:41:20.377000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,115114,616711,1690,374881,303374,2010-07-06 13:00:09.187000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,115115,616711,1690,374881,303374,2010-07-06 13:00:09.187000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,115341,617549,1502,375403,303522,2010-07-07 14:20:18.640000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,115342,617549,1502,375403,303522,2010-07-07 14:20:18.640000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,115525,618178,1710,375782,303633,2010-07-08 16:06:31.610000,15,1900-01-02 00:00:00,Waived current late fee 1.,95
,115526,618178,1710,375782,303633,2010-07-08 16:06:31.610000,-15,1900-01-02 00:00:00,Waived current late fee 1.,95
,115840,619531,31594,376587,303867,2010-07-12 09:11:23.327000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,115841,619531,31594,376587,303867,2010-07-12 09:11:23.327000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,115842,619532,31594,376587,303868,2010-07-12 09:11:23.327000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,115843,619532,31594,376587,303868,2010-07-12 09:11:23.327000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,116032,620148,34545,376946,303987,2010-07-12 16:53:26.137000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,116033,620148,34545,376946,303987,2010-07-12 16:53:26.137000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,116345,622066,1524,377800,304252,2010-07-16 12:03:46.343000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,116346,622066,1524,377800,304252,2010-07-16 12:03:46.343000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,123642,657928,33023,402474,318665,2010-07-21 08:17:58.970000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,123643,657928,33023,402474,318665,2010-07-21 08:17:58.970000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,123644,657943,8214,402491,318666,2010-07-21 09:48:55.937000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,123645,657943,8214,402491,318666,2010-07-21 09:48:55.937000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,136106,729649,1722,443405,335741,2010-07-22 14:03:20.780000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,136107,729649,1722,443405,335741,2010-07-22 14:03:20.780000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,136108,729650,1722,443405,335742,2010-07-22 14:03:21.017000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,136109,729650,1722,443405,335742,2010-07-22 14:03:21.017000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,138445,737624,1767,448121,337418,2010-07-30 08:04:59.530000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,138446,737624,1767,448121,337418,2010-07-30 08:04:59.530000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,138554,738204,1768,448452,337514,2010-07-30 16:15:18.587000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,138555,738204,1768,448452,337514,2010-07-30 16:15:18.587000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,138745,739331,35770,449179,337708,2010-08-02 10:25:09.633000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,138746,739331,35770,449179,337708,2010-08-02 10:25:09.633000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,139730,743670,1729,452163,338294,2010-08-05 10:40:43.733000,15,1900-01-02 00:00:00,Waived current late fee 1.,95
,139731,743670,1729,452163,338294,2010-08-05 10:40:43.733000,-15,1900-01-02 00:00:00,Waived current late fee 1.,95
,139818,744457,1587,452721,338432,2010-08-06 08:45:38.377000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,139819,744457,1587,452721,338432,2010-08-06 08:45:38.377000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,139980,744965,1727,452989,338534,2010-08-06 15:52:25.047000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,139981,744965,1727,452989,338534,2010-08-06 15:52:25.047000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,140478,746537,1671,453964,338772,2010-08-09 14:01:14.063000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,140479,746537,1671,453964,338772,2010-08-09 14:01:14.063000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,140608,747073,1533,454290,338847,2010-08-10 10:49:32.627000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,140609,747073,1533,454290,338847,2010-08-10 10:49:32.627000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,141212,749667,1720,455773,339258,2010-08-14 09:32:25.733000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,141213,749667,1720,455773,339258,2010-08-14 09:32:25.733000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,142243,752645,1752,457486,339750,2010-08-20 13:18:34.580000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,142244,752645,1752,457486,339750,2010-08-20 13:18:34.580000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,145359,766173,22003,467093,348250,2010-08-24 16:52:02.287000,15,1900-01-02 00:00:00,Waived current late fee 2.,93
,145360,766173,22003,467093,348250,2010-08-24 16:52:02.287000,-15,1900-01-02 00:00:00,Waived current late fee 2.,93
,145361,766174,22003,467093,348251,2010-08-24 16:52:02.290000,15,1900-01-02 00:00:00,Waived current late fee 2.,93
,145362,766174,22003,467093,348251,2010-08-24 16:52:02.290000,-15,1900-01-02 00:00:00,Waived current late fee 2.,93
,145383,766297,1705,467180,348265,2010-08-25 09:27:23.127000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,145384,766297,1705,467180,348265,2010-08-25 09:27:23.127000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,145629,767436,1791,467867,348451,2010-08-27 14:21:27.750000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,145630,767436,1791,467867,348451,2010-08-27 14:21:27.750000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,145631,767437,1791,467867,348452,2010-08-27 14:21:27.753000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,145632,767437,1791,467867,348452,2010-08-27 14:21:27.753000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,145655,767598,34717,467957,348475,2010-08-27 16:29:16.763000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,145656,767598,34717,467957,348475,2010-08-27 16:29:16.763000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,146192,770736,35770,470089,348888,2010-09-01 12:35:59.040000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,146193,770736,35770,470089,348888,2010-09-01 12:35:59.040000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,147347,776994,1785,474275,349765,2010-09-09 10:34:21.490000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,147348,776994,1785,474275,349765,2010-09-09 10:34:21.490000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,147383,777123,1629,474350,349789,2010-09-09 12:33:39.260000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,147384,777123,1629,474350,349789,2010-09-09 12:33:39.260000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,147545,778059,1786,474942,349922,2010-09-10 16:00:23.023000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,147546,778059,1786,474942,349922,2010-09-10 16:00:23.023000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,151793,808646,1509,494484,362949,2010-09-13 11:16:03.200000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,151794,808646,1509,494484,362949,2010-09-13 11:16:03.200000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,151939,809007,1641,494664,363012,2010-09-13 15:18:03.550000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,151940,809007,1641,494664,363012,2010-09-13 15:18:03.550000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152003,809108,1672,494715,363052,2010-09-13 16:35:45.507000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152004,809108,1672,494715,363052,2010-09-13 16:35:45.507000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152093,809447,1788,494915,363107,2010-09-14 11:18:46.480000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152094,809447,1788,494915,363107,2010-09-14 11:18:46.480000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152239,809758,43182,495082,363152,2010-09-14 16:11:53.827000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152240,809758,43182,495082,363152,2010-09-14 16:11:53.827000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152293,809843,1788,495125,363181,2010-09-14 17:12:17.560000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152294,809843,1788,495125,363181,2010-09-14 17:12:17.560000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,152773,811346,1557,495958,363401,2010-09-17 09:28:33.420000,15,1900-01-02 00:00:00,Waived current late fee 2.,93
,152774,811346,1557,495958,363401,2010-09-17 09:28:33.420000,-15,1900-01-02 00:00:00,Waived current late fee 2.,93
,152889,812027,8227,496301,363475,2010-09-18 09:45:02.637000,14,1900-01-02 00:00:00,Waived current late fee 1.,91
,152890,812027,8227,496301,363475,2010-09-18 09:45:02.637000,-14,1900-01-02 00:00:00,Waived current late fee 1.,91
,152891,812028,1745,496301,363476,2010-09-18 09:45:02.637000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,152892,812028,1745,496301,363476,2010-09-18 09:45:02.637000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,152905,812082,1660,496336,363481,2010-09-18 11:22:22.197000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,152906,812082,1660,496336,363481,2010-09-18 11:22:22.197000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,153069,812746,43386,496714,363576,2010-09-20 12:44:53.387000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,153070,812746,43386,496714,363576,2010-09-20 12:44:53.387000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,153157,813001,1623,496859,363624,2010-09-20 16:06:33.183000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,153158,813001,1623,496859,363624,2010-09-20 16:06:33.183000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,153270,813362,35603,497072,363678,2010-09-21 12:18:41.533000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,153271,813362,35603,497072,363678,2010-09-21 12:18:41.533000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,153476,814194,1787,497499,363794,2010-09-22 16:22:50.773000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,153477,814194,1787,497499,363794,2010-09-22 16:22:50.773000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,156728,837783,1629,514879,371918,2010-10-04 08:37:20.023000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,156729,837783,1629,514879,371918,2010-10-04 08:37:20.023000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,156768,837950,33222,515008,371938,2010-10-04 11:24:51.727000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,156769,837950,33222,515008,371938,2010-10-04 11:24:51.727000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157058,839921,1735,516162,372192,2010-10-05 14:24:18.287000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157059,839921,1735,516162,372192,2010-10-05 14:24:18.287000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157364,841344,1791,517057,372456,2010-10-07 08:47:50.937000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157365,841344,1791,517057,372456,2010-10-07 08:47:50.937000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157492,842043,44332,517503,372556,2010-10-08 10:14:03.063000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157493,842043,44332,517503,372556,2010-10-08 10:14:03.063000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,157922,844088,1671,518768,372846,2010-10-11 16:49:52.843000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,157923,844088,1671,518768,372846,2010-10-11 16:49:52.843000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,157924,844089,1671,518768,372847,2010-10-11 16:49:52.843000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,157925,844089,1671,518768,372847,2010-10-11 16:49:52.843000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,158150,844760,1713,519143,372960,2010-10-13 08:39:36.250000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,158151,844760,1713,519143,372960,2010-10-13 08:39:36.250000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,158295,845334,34536,519497,373026,2010-10-14 09:17:19.730000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158296,845334,34536,519497,373026,2010-10-14 09:17:19.730000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158451,845816,37122,519790,373107,2010-10-15 09:56:03.030000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158452,845816,37122,519790,373107,2010-10-15 09:56:03.030000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158782,847929,22377,521061,373727,2010-10-18 16:41:27.233000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158783,847929,22377,521061,373727,2010-10-18 16:41:27.233000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,158970,848846,1604,521531,373839,2010-10-20 13:56:33.483000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,158971,848846,1604,521531,373839,2010-10-20 13:56:33.483000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,158972,848847,1608,521531,373840,2010-10-20 13:56:33.483000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,158973,848847,1608,521531,373840,2010-10-20 13:56:33.483000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
,159344,850596,33032,522471,374125,2010-10-23 10:23:38.343000,15,1900-01-02 00:00:00,Waived current late fee 1.,93
,159345,850596,33032,522471,374125,2010-10-23 10:23:38.343000,-15,1900-01-02 00:00:00,Waived current late fee 1.,93
,166122,860571,1773,528695,377141,2010-10-27 12:08:25.220000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,166123,860571,1773,528695,377141,2010-10-27 12:08:25.220000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,166368,861137,45715,529005,377279,2010-10-28 11:15:57.313000,15,1900-01-02 00:00:00,Waived current late fee 1.,91
,166369,861137,45715,529005,377279,2010-10-28 11:15:57.313000,-15,1900-01-02 00:00:00,Waived current late fee 1.,91
,166392,861425,22003,529122,377312,2010-10-28 14:45:52.907000,15,1900-01-02 00:00:00,Waived current late fee 2.,91
,166393,861425,22003,529122,377312,2010-10-28 14:45:52.907000,-15,1900-01-02 00:00:00,Waived current late fee 2.,91
