Totals & Averages,PAYMENTID,LEDGERID,CHARGEID,PMTTYPEID,DPMT,DCPMTAMT,SCHECKNUM,BNSF,DCREATED,DDELETED,EMPLOYEEID
,41087.0,1812.0,29106.0,102.0,2010-03-25 14:24:35.187,135.0,12345,False,1900-01-03 00:00:00.000,,91.0
,41088.0,1812.0,28793.0,102.0,2010-03-25 14:24:35.187,15.0,12345,False,1900-01-03 00:00:00.000,,91.0
,41089.0,2954.0,41578.0,100.0,2010-03-25 14:27:22.030,63.0,,False,1900-01-03 00:00:00.000,,91.0
,41090.0,1751.0,28944.0,100.0,2010-03-25 14:29:00.093,46.0,,False,1900-01-03 00:00:00.000,,91.0
,41091.0,1683.0,28876.0,102.0,2010-03-25 14:30:06.250,69.0,12345,False,1900-01-03 00:00:00.000,,91.0
,41092.0,1716.0,28909.0,101.0,2010-03-25 14:31:37.983,196.36,12396,False,1900-01-03 00:00:00.000,,91.0
,41093.0,1502.0,28998.0,101.0,2010-03-25 14:32:19.673,63.0,14785,False,1900-01-03 00:00:00.000,,91.0
,41094.0,1697.0,28890.0,102.0,2010-03-25 14:33:19.547,63.0,14578,False,1900-01-03 00:00:00.000,,91.0
,41097.0,1758.0,28951.0,102.0,2010-03-25 16:19:51.843,103.0,1234,False,1900-01-03 00:00:00.000,,91.0
,41098.0,1758.0,28780.0,102.0,2010-03-25 16:19:51.843,15.0,1234,False,1900-01-03 00:00:00.000,,91.0
,41099.0,1698.0,28891.0,102.0,2010-03-25 16:25:54.063,63.0,1234,False,1900-01-03 00:00:00.000,,91.0
,41100.0,1508.0,29004.0,102.0,2010-03-25 16:34:33.733,63.0,1234,False,1900-01-03 00:00:00.000,,91.0
,52016.0,1632.0,28825.0,102.0,2010-03-26 15:03:53.750,55.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52017.0,1632.0,28766.0,102.0,2010-03-26 15:03:53.750,15.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52018.0,1587.0,29083.0,102.0,2010-03-26 15:05:30.937,127.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52019.0,1588.0,29084.0,102.0,2010-03-26 15:06:29.627,127.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52021.0,1721.0,28914.0,100.0,2010-03-26 15:10:36.547,46.0,,False,1900-01-03 00:00:00.000,,93.0
,52022.0,1721.0,28776.0,100.0,2010-03-26 15:10:36.547,15.0,,False,1900-01-03 00:00:00.000,,93.0
,52023.0,1652.0,28845.0,102.0,2010-03-26 15:11:37.453,63.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52024.0,1809.0,29103.0,101.0,2010-03-26 15:12:38.483,200.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52026.0,1676.0,28869.0,101.0,2010-03-26 15:13:38.280,119.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52027.0,1827.0,29121.0,101.0,2010-03-26 15:14:29.687,207.0,1234,False,1900-01-03 00:00:00.000,,93.0
,52029.0,3478.0,52607.0,99.0,2010-03-26 15:58:09.297,0.0,,False,1900-01-03 00:00:00.000,,93.0
,52030.0,3478.0,52608.0,101.0,2010-03-26 15:58:50.860,83.0,1111,False,1900-01-03 00:00:00.000,,93.0
,52031.0,1717.0,28910.0,101.0,2010-03-26 16:10:11.093,46.0,1006,False,1900-01-03 00:00:00.000,,93.0
,52032.0,1730.0,28923.0,101.0,2010-03-26 16:11:21.890,103.0,1534,False,1900-01-03 00:00:00.000,,93.0
,52033.0,1730.0,28777.0,101.0,2010-03-26 16:11:21.890,30.0,1534,False,1900-01-03 00:00:00.000,,93.0
,52034.0,1624.0,28817.0,102.0,2010-03-26 16:31:01.657,63.0,1111,False,1900-01-03 00:00:00.000,,93.0
,52035.0,1637.0,28830.0,102.0,2010-03-26 16:32:14.970,83.0,1111,False,1900-01-03 00:00:00.000,,93.0
,94709.0,1571.0,29067.0,100.0,2010-03-27 09:27:20.203,98.0,,False,1900-01-03 00:00:00.000,,93.0
,94710.0,1720.0,28913.0,101.0,2010-03-27 09:43:53.517,63.0,1535,False,1900-01-03 00:00:00.000,,93.0
,94726.0,4890.0,92568.0,99.0,2010-03-27 13:51:00.063,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94727.0,4890.0,92569.0,99.0,2010-03-27 13:51:00.063,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94728.0,4890.0,92570.0,99.0,2010-03-27 13:51:00.063,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94739.0,4893.0,92583.0,99.0,2010-03-27 16:12:58.890,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94742.0,4893.0,92582.0,100.0,2010-03-27 16:21:48.437,50.0,,False,1900-01-03 00:00:00.000,,93.0
,94743.0,4894.0,92586.0,99.0,2010-03-27 16:33:15.077,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94744.0,4894.0,92585.0,102.0,2010-03-27 16:34:04.563,93.0,1234,False,1900-01-03 00:00:00.000,,93.0
,94747.0,4895.0,92589.0,99.0,2010-03-27 16:43:59.313,0.0,,False,1900-01-03 00:00:00.000,,93.0
,94748.0,4895.0,92588.0,102.0,2010-03-27 16:44:49.343,75.0,1234,False,1900-01-03 00:00:00.000,,93.0
,94749.0,1586.0,29082.0,101.0,2010-03-27 16:47:20.640,127.0,149605,False,1900-01-03 00:00:00.000,,93.0
,94750.0,1706.0,28899.0,101.0,2010-03-27 16:49:55.827,125.0,655,False,1900-01-03 00:00:00.000,,93.0
,94751.0,1743.0,28936.0,102.0,2010-03-27 16:51:34.627,63.0,1234,False,1900-01-03 00:00:00.000,,93.0
,94752.0,1792.0,28985.0,102.0,2010-03-27 16:52:36.860,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,94753.0,1572.0,29068.0,100.0,2010-03-27 16:53:31.407,63.0,,False,1900-01-03 00:00:00.000,,93.0
,94835.0,1760.0,28953.0,99.0,2010-03-29 09:22:24.000,64.0,,False,1900-01-03 00:00:00.000,,91.0
,94836.0,1760.0,29149.0,99.0,2010-03-29 09:22:24.000,64.0,,False,1900-01-03 00:00:00.000,,91.0
,94837.0,1760.0,28781.0,99.0,2010-03-29 09:22:24.000,74.0,,False,1900-01-03 00:00:00.000,,91.0
,94838.0,1753.0,28946.0,101.0,2010-03-29 09:25:20.517,63.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94839.0,1783.0,28976.0,101.0,2010-03-29 09:26:34.610,103.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94840.0,1783.0,92665.0,101.0,2010-03-29 09:26:34.610,7.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94841.0,1801.0,28994.0,101.0,2010-03-29 09:27:38.017,46.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94842.0,4905.0,92666.0,99.0,2010-03-29 10:02:26.530,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94843.0,4905.0,92668.0,99.0,2010-03-29 10:02:26.530,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94844.0,4905.0,92667.0,101.0,2010-03-29 10:02:55.407,125.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94845.0,4906.0,92669.0,99.0,2010-03-29 10:23:44.890,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94846.0,4906.0,92671.0,99.0,2010-03-29 10:23:44.890,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94847.0,4906.0,92670.0,101.0,2010-03-29 10:24:11.500,50.0,1111,False,1900-01-03 00:00:00.000,,91.0
,94848.0,4894.0,92672.0,99.0,2010-03-29 10:31:55.453,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94849.0,4894.0,92673.0,99.0,2010-03-29 10:31:55.453,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94850.0,4908.0,92674.0,99.0,2010-03-29 10:37:56.907,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94851.0,4908.0,92676.0,99.0,2010-03-29 10:37:56.923,0.0,,False,1900-01-03 00:00:00.000,,91.0
,94852.0,4908.0,92675.0,100.0,2010-03-29 10:38:29.767,93.0,,False,1900-01-03 00:00:00.000,,91.0
,131300.0,8211.0,130405.0,99.0,2010-03-29 12:49:18.890,0.0,,False,1900-01-03 00:00:00.000,,91.0
,131312.0,1799.0,28992.0,101.0,2010-03-29 15:09:21.627,58.0,37112,False,1900-01-03 00:00:00.000,,91.0
,131313.0,1527.0,29023.0,101.0,2010-03-29 15:10:51.110,53.0,37112,False,1900-01-03 00:00:00.000,,91.0
,131315.0,8228.0,130431.0,100.0,2010-03-29 15:21:50.110,75.0,,False,1900-01-03 00:00:00.000,,91.0
,131318.0,1690.0,28883.0,100.0,2010-03-29 15:44:53.517,63.0,,False,1900-01-03 00:00:00.000,,91.0
,131319.0,1535.0,29031.0,101.0,2010-03-29 15:47:56.547,63.0,762,False,1900-01-03 00:00:00.000,,91.0
,131320.0,1535.0,130435.0,101.0,2010-03-29 15:47:56.547,63.0,762,False,1900-01-03 00:00:00.000,,91.0
,223871.0,1732.0,28925.0,102.0,2010-03-30 08:35:03.077,91.0,11111111111,False,1900-01-03 00:00:00.000,,91.0
,223872.0,1675.0,28868.0,102.0,2010-03-30 08:37:05.877,69.0,1211111,False,1900-01-03 00:00:00.000,,91.0
,223873.0,1513.0,29009.0,102.0,2010-03-30 08:38:11.780,89.0,111111,False,1900-01-03 00:00:00.000,,91.0
,223874.0,1545.0,29041.0,102.0,2010-03-30 08:39:51.767,63.0,11111,False,1900-01-03 00:00:00.000,,91.0
,223875.0,1601.0,29097.0,100.0,2010-03-30 08:46:08.673,50.0,,False,1900-01-03 00:00:00.000,,91.0
,223876.0,1601.0,225791.0,99.0,2010-03-30 08:46:09.220,15.0,,False,1900-01-03 00:00:00.000,,91.0
,223877.0,1703.0,28896.0,102.0,2010-03-30 08:47:46.687,93.0,1111,False,1900-01-03 00:00:00.000,,91.0
,223878.0,1728.0,28921.0,100.0,2010-03-30 08:51:52.470,103.0,,False,1900-01-03 00:00:00.000,,91.0
,260306.0,1774.0,28967.0,100.0,2010-03-30 10:09:47.610,63.0,,False,1900-01-03 00:00:00.000,,91.0
,260307.0,1656.0,28849.0,101.0,2010-03-30 10:31:03.970,63.0,11111,False,1900-01-03 00:00:00.000,,91.0
,260308.0,1578.0,29074.0,101.0,2010-03-30 10:31:50.780,115.0,1111,False,1900-01-03 00:00:00.000,,91.0
,260309.0,1702.0,28895.0,101.0,2010-03-30 10:32:30.173,220.0,1111,False,1900-01-03 00:00:00.000,,91.0
,260310.0,1611.0,28804.0,101.0,2010-03-30 11:08:19.187,63.0,111,False,1900-01-03 00:00:00.000,,91.0
,260311.0,16337.0,262617.0,99.0,2010-03-30 11:14:59.453,0.0,,False,1900-01-03 00:00:00.000,,91.0
,260312.0,16337.0,262618.0,100.0,2010-03-30 11:16:18.547,75.0,,False,1900-01-03 00:00:00.000,,91.0
,404706.0,1529.0,29025.0,100.0,2010-03-30 13:56:56.093,60.0,,False,1900-01-03 00:00:00.000,,93.0
,404709.0,1598.0,29094.0,102.0,2010-03-30 14:04:27.517,45.0,123,False,1900-01-03 00:00:00.000,,93.0
,404715.0,1557.0,29053.0,102.0,2010-03-30 14:13:22.297,46.0,134,False,1900-01-03 00:00:00.000,,93.0
,404719.0,1604.0,28797.0,101.0,2010-03-30 14:52:44.970,130.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404720.0,1608.0,28801.0,101.0,2010-03-30 14:54:00.233,123.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404721.0,1608.0,225793.0,101.0,2010-03-30 14:54:00.233,15.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404722.0,1608.0,28759.0,101.0,2010-03-30 14:54:00.233,15.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404723.0,1604.0,225792.0,101.0,2010-03-30 14:54:56.343,15.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404724.0,1604.0,28758.0,101.0,2010-03-30 14:54:56.343,15.0,4660,False,1900-01-03 00:00:00.000,,93.0
,404735.0,1564.0,29060.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404736.0,1564.0,402659.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404737.0,1564.0,402660.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404738.0,1564.0,402661.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404739.0,1564.0,402662.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404740.0,1564.0,402663.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404741.0,1564.0,402664.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404742.0,1564.0,402665.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404743.0,1564.0,402666.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404744.0,1564.0,402667.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404745.0,1564.0,402668.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404746.0,1564.0,402669.0,102.0,2010-03-30 15:46:35.907,90.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404747.0,1569.0,29065.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404748.0,1569.0,402670.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404749.0,1569.0,402671.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404750.0,1569.0,402672.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404751.0,1569.0,402673.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404752.0,1569.0,402674.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404753.0,1569.0,402675.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404754.0,1569.0,402676.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404755.0,1569.0,402677.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404756.0,1569.0,402678.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404757.0,1569.0,402679.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404758.0,1569.0,402680.0,102.0,2010-03-30 15:51:31.703,83.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404821.0,1785.0,28978.0,101.0,2010-03-31 09:26:20.610,60.0,6278,False,1900-01-03 00:00:00.000,,93.0
,404878.0,1767.0,28960.0,101.0,2010-03-31 12:55:32.907,103.0,11284,False,1900-01-03 00:00:00.000,,93.0
,404879.0,1767.0,225824.0,101.0,2010-03-31 12:55:32.907,15.0,11284,False,1900-01-03 00:00:00.000,,93.0
,404880.0,1767.0,28783.0,101.0,2010-03-31 12:55:32.907,27.0,11284,False,1900-01-03 00:00:00.000,,93.0
,404881.0,1541.0,29037.0,101.0,2010-03-31 12:59:21.187,147.0,063437,False,1900-01-03 00:00:00.000,,93.0
,404925.0,1607.0,28800.0,102.0,2010-03-31 14:02:43.453,136.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404947.0,1691.0,28884.0,100.0,2010-03-31 14:46:51.483,63.0,,False,1900-01-03 00:00:00.000,,93.0
,404948.0,1691.0,225812.0,100.0,2010-03-31 14:46:51.483,15.0,,False,1900-01-03 00:00:00.000,,93.0
,404949.0,1691.0,29144.0,100.0,2010-03-31 14:46:51.483,63.0,,False,1900-01-03 00:00:00.000,,93.0
,404950.0,1691.0,225813.0,100.0,2010-03-31 14:46:51.483,15.0,,False,1900-01-03 00:00:00.000,,93.0
,404951.0,1691.0,29145.0,100.0,2010-03-31 14:46:51.483,63.0,,False,1900-01-03 00:00:00.000,,93.0
,404952.0,1691.0,28772.0,100.0,2010-03-31 14:46:51.483,45.0,,False,1900-01-03 00:00:00.000,,93.0
,404954.0,1558.0,29054.0,102.0,2010-03-31 14:55:09.437,190.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404964.0,1788.0,28981.0,102.0,2010-03-31 15:02:56.407,103.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404965.0,1788.0,225828.0,102.0,2010-03-31 15:02:56.407,15.0,1234,False,1900-01-03 00:00:00.000,,93.0
,404966.0,1788.0,28786.0,102.0,2010-03-31 15:02:56.407,15.0,1234,False,1900-01-03 00:00:00.000,,93.0
,405241.0,1691.0,28772.0,99.0,2010-04-01 08:34:04.000,65.0,,False,1900-01-03 00:00:00.000,,91.0
,405242.0,1691.0,225814.0,99.0,2010-04-01 08:34:04.000,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405243.0,1558.0,225774.0,99.0,2010-04-01 08:45:07.483,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405248.0,1788.0,28786.0,99.0,2010-04-01 09:19:49.220,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405249.0,1816.0,29110.0,102.0,2010-04-01 09:30:55.843,100.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405250.0,1767.0,28783.0,99.0,2010-04-01 09:32:28.000,18.0,,False,1900-01-03 00:00:00.000,,91.0
,405251.0,1604.0,28758.0,99.0,2010-04-01 09:43:19.750,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405252.0,1608.0,28759.0,99.0,2010-04-01 09:44:28.733,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405253.0,1605.0,28798.0,102.0,2010-04-01 09:46:29.593,120.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405254.0,1714.0,28907.0,102.0,2010-04-01 09:47:20.593,94.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405267.0,1533.0,29029.0,102.0,2010-04-01 10:06:14.517,63.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405275.0,1512.0,29008.0,102.0,2010-04-01 10:10:37.483,83.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405276.0,1542.0,29038.0,102.0,2010-04-01 10:13:10.327,70.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405277.0,1548.0,29044.0,102.0,2010-04-01 10:14:38.547,63.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405279.0,1574.0,29070.0,102.0,2010-04-01 10:17:03.157,63.0,111,False,1900-01-03 00:00:00.000,,91.0
,405283.0,1822.0,29116.0,102.0,2010-04-01 10:19:46.907,188.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405286.0,1650.0,28843.0,101.0,2010-04-01 10:37:05.437,63.0,1401,False,1900-01-03 00:00:00.000,,91.0
,405287.0,1650.0,404737.0,101.0,2010-04-01 10:37:05.437,63.0,1401,False,1900-01-03 00:00:00.000,,91.0
,405288.0,1650.0,404738.0,101.0,2010-04-01 10:37:05.437,63.0,1401,False,1900-01-03 00:00:00.000,,91.0
,405369.0,8219.0,403076.0,99.0,2010-04-01 11:17:34.313,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405370.0,8220.0,403077.0,99.0,2010-04-01 11:17:34.313,15.0,,False,1900-01-03 00:00:00.000,,91.0
,405384.0,8219.0,130413.0,99.0,2010-04-01 11:20:33.827,93.0,,False,1900-01-03 00:00:00.000,,91.0
,405385.0,8220.0,130414.0,99.0,2010-04-01 11:21:48.687,93.0,,False,1900-01-03 00:00:00.000,,91.0
,405473.0,1504.0,29000.0,101.0,2010-04-01 13:47:41.093,63.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405474.0,1504.0,225771.0,101.0,2010-04-01 13:47:41.093,15.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405475.0,1504.0,29123.0,101.0,2010-04-01 13:47:41.093,63.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405476.0,1504.0,225772.0,101.0,2010-04-01 13:47:41.093,15.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405477.0,1504.0,28788.0,101.0,2010-04-01 13:47:41.093,110.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405478.0,1504.0,403070.0,101.0,2010-04-01 13:47:41.093,63.0,1109,False,1900-01-03 00:00:00.000,,93.0
,405480.0,1504.0,404819.0,101.0,2010-04-01 13:50:24.890,30.0,1103,False,1900-01-03 00:00:00.000,,93.0
,405531.0,8221.0,130415.0,101.0,2010-04-01 14:59:26.703,103.0,1062,False,1900-01-03 00:00:00.000,,93.0
,405532.0,1515.0,29011.0,101.0,2010-04-01 14:59:26.703,83.0,1062,False,1900-01-03 00:00:00.000,,93.0
,405533.0,1561.0,29057.0,102.0,2010-04-01 15:00:29.377,69.0,123,False,1900-01-03 00:00:00.000,,93.0
,405558.0,8228.0,404856.0,100.0,2010-04-01 15:29:44.673,75.0,,False,1900-01-03 00:00:00.000,,93.0
,405607.0,8225.0,130419.0,102.0,2010-04-01 16:30:44.687,50.0,1234,False,1900-01-03 00:00:00.000,,93.0
,405608.0,1700.0,28893.0,102.0,2010-04-01 16:30:44.687,89.0,1234,False,1900-01-03 00:00:00.000,,93.0
,405756.0,1708.0,28901.0,99.0,2010-04-02 09:05:09.000,125.0,,False,1900-01-03 00:00:00.000,,91.0
,405764.0,1552.0,29048.0,102.0,2010-04-02 09:15:23.127,46.0,1111,False,1900-01-03 00:00:00.000,,91.0
,405772.0,1564.0,404997.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405773.0,1564.0,404998.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405774.0,1564.0,404999.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405775.0,1564.0,405000.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405776.0,1564.0,405001.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405777.0,1564.0,405002.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405778.0,1564.0,405003.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405779.0,1564.0,405004.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405780.0,1564.0,405005.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405781.0,1564.0,405006.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405782.0,1564.0,405007.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405783.0,1564.0,405008.0,101.0,2010-04-02 09:40:45.377,90.0,1111,False,1900-01-03 00:00:00.000,2010-04-02 09:48:50.483,91.0
,405786.0,1564.0,404997.0,99.0,2011-04-04 09:51:10.000,90.0,,False,1900-01-03 00:00:00.000,,91.0
,405799.0,1569.0,405015.0,99.0,2010-04-02 10:20:00.437,0.0,,False,1900-01-03 00:00:00.000,2010-04-02 10:47:38.000,91.0
,416417.0,1511.0,29007.0,102.0,2010-04-02 10:25:17.970,83.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416418.0,1511.0,225773.0,102.0,2010-04-02 10:25:17.970,15.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416420.0,1522.0,29018.0,102.0,2010-04-02 10:35:07.280,46.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416421.0,1736.0,28929.0,102.0,2010-04-02 10:35:55.157,63.0,11111,False,1900-01-03 00:00:00.000,,91.0
,416422.0,1569.0,415827.0,99.0,2010-04-02 10:39:34.297,0.0,,False,1900-01-03 00:00:00.000,2010-04-02 10:47:11.077,91.0
,416425.0,1569.0,415831.0,101.0,2010-04-02 10:51:58.797,83.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416432.0,1719.0,28912.0,100.0,2010-04-02 10:56:07.017,63.0,,False,1900-01-03 00:00:00.000,,91.0
,416451.0,1629.0,28822.0,101.0,2010-04-02 11:04:30.187,80.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416453.0,8214.0,130408.0,101.0,2010-04-02 11:05:38.517,83.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416454.0,1567.0,29063.0,101.0,2010-04-02 11:05:38.517,172.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416457.0,1701.0,28894.0,101.0,2010-04-02 11:06:50.360,183.0,111,False,1900-01-03 00:00:00.000,,91.0
,416458.0,1505.0,29001.0,101.0,2010-04-02 11:07:32.563,63.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416460.0,1565.0,29061.0,101.0,2010-04-02 11:08:22.250,97.0,1111,False,1900-01-03 00:00:00.000,,91.0
,416491.0,1662.0,28855.0,100.0,2010-04-02 11:19:21.517,63.0,,False,1900-01-03 00:00:00.000,,91.0
,416492.0,1662.0,225805.0,99.0,2010-04-02 11:19:22.077,15.0,,False,1900-01-03 00:00:00.000,,91.0
,416493.0,1662.0,28769.0,99.0,2010-04-02 11:19:22.077,60.0,,False,1900-01-03 00:00:00.000,,91.0
,416520.0,1567.0,29063.0,100.0,2010-04-02 11:31:57.627,83.0,,False,1900-01-03 00:00:00.000,,91.0
,416521.0,8215.0,130409.0,100.0,2010-04-02 11:31:57.627,69.0,,False,1900-01-03 00:00:00.000,,91.0
,416522.0,8216.0,130410.0,100.0,2010-04-02 11:31:57.627,93.0,,False,1900-01-03 00:00:00.000,,91.0
,416612.0,1700.0,28893.0,100.0,2010-04-02 13:04:36.030,50.0,,False,1900-01-03 00:00:00.000,,91.0
,416616.0,8223.0,130417.0,100.0,2010-04-02 13:08:21.970,63.0,,False,1900-01-03 00:00:00.000,,91.0
,416617.0,8224.0,130418.0,100.0,2010-04-02 13:08:21.970,200.0,,False,1900-01-03 00:00:00.000,,91.0
,416629.0,1530.0,28789.0,100.0,2010-04-02 13:26:41.673,30.0,,False,1900-01-03 00:00:00.000,,91.0
,416639.0,3478.0,52609.0,100.0,2010-04-02 13:33:18.233,10.0,,False,1900-01-03 00:00:00.000,,91.0
,416645.0,4890.0,92567.0,100.0,2010-04-02 13:53:58.017,63.0,,False,1900-01-03 00:00:00.000,,91.0
,416646.0,4890.0,404921.0,100.0,2010-04-02 13:53:58.017,15.0,,False,1900-01-03 00:00:00.000,,91.0
,416648.0,4890.0,415886.0,100.0,2010-04-02 13:56:10.077,63.0,,False,1900-01-03 00:00:00.000,,91.0
,416651.0,1814.0,29108.0,100.0,2010-04-02 14:02:31.423,135.0,,False,1900-01-03 00:00:00.000,,91.0
,416653.0,1585.0,29081.0,100.0,2010-04-02 14:05:51.423,125.0,,False,1900-01-03 00:00:00.000,,91.0
,416658.0,1515.0,29011.0,100.0,2010-04-02 14:08:19.530,103.0,,False,1900-01-03 00:00:00.000,,91.0
