Totals & Averages,RECEIPTID,TENANTID,EMPLOYEEID,DCAMT,DRCPT,IRECEIPTNUM,PAYMENTID
,252584,1395,91,0,2010-04-13 09:05:36,277,420758
,252585,1498,91,149,2010-04-13 09:30:48.473000,278,420759
,252586,1498,91,100,2010-04-13 09:32:47.397000,279,420760
,252590,19491,91,83,2010-04-13 09:59:05.687000,280,420769
,252590,19491,91,83,2010-04-13 09:59:05.687000,280,420770
,252595,1320,91,48,2010-04-13 10:42:12.297000,281,420778
,252595,1320,91,48,2010-04-13 10:42:12.297000,281,420779
,252620,1569,91,103,2010-04-13 11:48:02.627000,282,420818
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420821
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420822
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420823
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420824
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420825
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420826
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420827
,252623,1498,91,330,2010-04-13 11:59:07.547000,283,420828
,252638,1393,91,118,2010-04-13 13:05:22.577000,284,420849
,252638,1393,91,118,2010-04-13 13:05:22.577000,284,420850
,252660,1435,91,175,2010-04-13 15:15:32.233000,285,420888
,252660,1435,91,175,2010-04-13 15:15:32.233000,285,420889
,252660,1435,91,175,2010-04-13 15:15:32.233000,285,420890
,252662,1435,91,15,2010-04-13 15:19:16.220000,286,420892
,252677,1331,91,73,2010-04-13 16:16:21.687000,287,420920
,252677,1331,91,73,2010-04-13 16:16:21.687000,287,420921
,252679,1331,91,5,2010-04-13 16:17:37.767000,288,420925
,252769,1391,91,73,2010-04-14 08:44:09.157000,289,421041
,252770,1386,91,64,2010-04-14 08:44:34.577000,290,421042
,252774,1318,91,0,2010-04-14 09:06:39,291,421043
,252781,19519,91,40,2010-04-14 09:50:42.673000,292,421053
,252781,19519,91,40,2010-04-14 09:50:42.673000,292,421054
,252784,1507,91,140,2010-04-14 10:48:25.063000,293,421058
,252784,1507,91,140,2010-04-14 10:48:25.063000,293,421059
,252829,1516,91,145,2010-04-14 12:39:50.483000,294,421124
,252829,1516,91,145,2010-04-14 12:39:50.483000,294,421125
,252860,1321,91,83,2010-04-14 14:16:30.453000,295,421186
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421294
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421295
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421296
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421297
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421298
,252924,1413,91,261,2010-04-14 16:50:02.547000,296,421299
,321871,1578,91,118,2010-04-15 08:38:08.813000,298,533754
,321871,1578,91,118,2010-04-15 08:38:08.813000,298,533755
,321872,1291,91,175,2010-04-15 08:39:15.923000,299,533756
,321872,1291,91,175,2010-04-15 08:39:15.923000,299,533757
,321873,157576,91,63,2010-04-15 08:40:57.983000,300,533758
,321874,1473,91,93,2010-04-15 08:41:41.877000,301,533759
,321889,1434,91,181,2010-04-15 10:43:11.110000,302,533780
,321889,1434,91,181,2010-04-15 10:43:11.110000,302,533781
,321889,1434,91,181,2010-04-15 10:43:11.110000,302,533782
,321956,1517,91,50,2010-04-15 14:02:11,303,533889
,321967,27153,91,0,2010-04-15 14:14:58.157000,304,533908
,321967,27153,91,0,2010-04-15 14:14:58.157000,304,533909
,321992,19491,91,0,2010-04-15 15:08:04.720000,305,533953
,321992,19491,91,0,2010-04-15 15:08:04.720000,305,533954
,322000,1346,91,63,2010-04-15 15:21:01.220000,306,533975
,322000,1346,91,63,2010-04-15 15:21:01.220000,306,533976
,322003,1527,91,103,2010-04-15 15:31:50.657000,307,533982
,322006,1426,91,55,2010-04-15 15:41:39.343000,308,533989
,322023,1304,91,78,2010-04-15 16:19:38.297000,309,534014
,322023,1304,91,78,2010-04-15 16:19:38.297000,309,534015
,322135,1515,93,46,2010-04-16 12:00:53.593000,310,534194
,322136,1563,93,69,2010-04-16 12:03:03.220000,311,534195
,322136,1563,93,69,2010-04-16 12:03:03.220000,311,534196
,322136,1563,93,69,2010-04-16 12:03:03.220000,311,534197
,322163,1599,93,118,2010-04-16 13:43:24.627000,312,534238
,322163,1599,93,118,2010-04-16 13:43:24.627000,312,534239
,322213,1550,93,103,2010-04-16 15:36:36.343000,313,534346
,322218,1451,93,63,2010-04-16 15:52:46.970000,314,534353
,322230,1520,93,441,2010-04-16 16:37:37.577000,315,534371
,322230,1520,93,441,2010-04-16 16:37:37.577000,315,534372
,322230,1520,93,441,2010-04-16 16:37:37.577000,315,534373
,322238,1407,93,0,2010-04-16 16:58:55,316,534385
,322301,1554,93,147,2010-04-17 09:46:57.673000,317,534485
,322302,1365,93,69,2010-04-17 09:48:16.157000,318,534486
,322303,1310,93,40,2010-04-17 09:49:10.140000,319,534487
,322304,1357,93,220,2010-04-17 09:49:49.547000,320,534488
,322305,1560,93,108,2010-04-17 09:50:31.780000,321,534489
,322305,1560,93,108,2010-04-17 09:50:31.780000,321,534490
,322307,1308,93,83,2010-04-17 10:07:42.267000,322,534493
,322308,1584,93,83,2010-04-17 10:26:15.517000,323,534494
,322321,27188,93,69,2010-04-17 11:13:52.610000,324,534532
,322321,27188,93,69,2010-04-17 11:13:52.610000,324,534534
,322329,1462,93,78,2010-04-17 11:57:51.187000,325,534550
,322329,1462,93,78,2010-04-17 11:57:51.187000,325,534551
,322360,1486,93,78,2010-04-17 13:06:05.797000,326,534608
,322360,1486,93,78,2010-04-17 13:06:05.797000,326,534609
,322374,1580,93,87,2010-04-17 14:27:20.673000,327,534631
,322378,7681,93,83,2010-04-17 15:15:39.517000,328,534639
,322379,7681,93,68,2010-04-17 15:18:24.687000,329,534640
,322379,7681,93,68,2010-04-17 15:18:24.687000,329,534641
,322485,1422,93,90,2010-04-19 09:16:56.140000,330,534797
,322485,1422,93,90,2010-04-19 09:16:56.140000,330,534798
,322511,1482,93,125,2010-04-19 09:41:25.750000,331,534832
,322513,1351,93,46,2010-04-19 09:45:59.687000,332,534834
,322514,1372,93,78,2010-04-19 09:48:09.140000,333,534835
,322514,1372,93,78,2010-04-19 09:48:09.140000,333,534836
,322515,1558,93,103,2010-04-19 09:49:59.187000,334,534837
,322546,1561,93,103,2010-04-19 11:03:32,335,534893
,322546,1561,93,103,2010-04-19 11:03:32,335,534894
,322546,1561,93,103,2010-04-19 11:03:32,335,534895
,322546,1561,93,103,2010-04-19 11:03:32,335,534896
,322562,1315,93,78,2010-04-19 11:54:49.797000,336,534974
,322562,1315,93,78,2010-04-19 11:54:49.797000,336,534975
,322564,1440,93,135,2010-04-19 11:57:58.297000,337,534977
,322565,1292,93,155,2010-04-19 11:58:27.530000,338,534978
,322566,1363,93,69,2010-04-19 11:58:49.733000,339,534979
,322567,1341,93,63,2010-04-19 11:59:10.610000,340,534980
,322568,1344,93,58,2010-04-19 11:59:32.703000,341,534981
,322569,1537,93,63,2010-04-19 11:59:57.470000,342,534982
,322570,1525,93,91,2010-04-19 12:00:16.673000,343,534983
,322571,1505,93,93,2010-04-19 12:00:34.937000,344,534984
,322573,1561,93,68,2010-04-19 12:00:57.360000,345,534987
,322573,1561,93,68,2010-04-19 12:00:57.360000,345,534988
,322609,1443,93,103,2010-04-19 13:37:19.720000,346,535058
,322655,1600,93,135,2010-04-19 15:48:23.483000,348,535139
,322660,1499,93,125,2010-04-19 16:09:52.360000,349,535149
,322687,27228,93,63,2010-04-19 17:34:38.437000,350,535221
,322687,27228,93,63,2010-04-19 17:34:38.437000,350,535222
,322728,1468,95,125,2010-04-20 08:56:41.313000,351,535287
,322754,1561,95,63,2010-04-20 11:04:45.507000,352,535335
,322778,1464,93,69,2010-04-20 13:05:21.113000,353,535387
,322805,1509,93,181,2010-04-20 14:43:57.990000,354,535435
,322805,1509,93,181,2010-04-20 14:43:57.990000,354,535437
,322805,1509,93,181,2010-04-20 14:43:57.990000,354,535438
,322831,1534,93,63,2010-04-20 16:36:52.583000,355,535492
,322899,27265,93,63,2010-04-21 09:48:38.460000,356,535590
,322899,27265,93,63,2010-04-21 09:48:38.460000,356,535591
,322900,1448,93,78,2010-04-21 09:56:25.647000,357,535592
,322900,1448,93,78,2010-04-21 09:56:25.647000,357,535593
,322901,1329,93,63,2010-04-21 09:56:33.460000,358,535594
,322918,1433,93,88,2010-04-21 11:09:06.223000,360,535620
,322984,1493,93,78,2010-04-21 16:54:15.960000,361,535735
,322984,1493,93,78,2010-04-21 16:54:15.960000,361,535736
,323037,1445,91,26.42,2010-04-22 08:22:51.020000,362,535820
,323038,1441,91,46,2010-04-22 08:23:15.537000,363,535821
,323048,1359,91,125,2010-04-22 08:39:15.280000,364,535833
,323049,1447,91,120,2010-04-22 08:40:18.877000,365,535834
,323049,1447,91,120,2010-04-22 08:40:18.877000,365,535835
,323050,1328,91,63,2010-04-22 08:41:20.250000,366,535836
,323075,2624,91,63,2010-04-22 11:28:16.733000,368,535876
,323076,1560,91,15,2010-04-22 11:33:27.813000,369,535877
,323077,27285,91,63,2010-04-22 11:44:19.030000,370,535878
,323077,27285,91,63,2010-04-22 11:44:19.030000,370,535879
,323077,27285,91,63,2010-04-22 11:44:19.030000,370,535880
,323099,1376,91,73,2010-04-22 13:09:48.423000,371,535911
,323102,1293,91,350,2010-04-22 13:27:43.140000,372,535917
,323102,1293,91,350,2010-04-22 13:27:43.140000,372,535918
,323102,1293,91,350,2010-04-22 13:27:43.140000,372,535919
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535920
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535921
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535922
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535923
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535924
,323103,1293,91,410,2010-04-22 13:29:34.500000,373,535925
,323108,1526,91,83,2010-04-22 13:48:18.313000,374,535934
,323112,1424,91,98,2010-04-22 14:05:28.377000,375,535941
,323112,1424,91,98,2010-04-22 14:05:28.377000,375,535942
,323118,1389,91,100,2010-04-22 14:20:23.187000,376,535955
,323118,1389,91,100,2010-04-22 14:20:23.187000,376,535956
,323118,1389,91,100,2010-04-22 14:20:23.187000,376,535957
,323118,1389,91,100,2010-04-22 14:20:23.187000,376,535958
,323145,1568,91,103,2010-04-22 15:20:59.563000,377,536009
,323175,1397,91,50,2010-04-22 17:04:21.173000,378,536076
,323178,1556,91,103,2010-04-22 17:16:38.843000,379,536078
,323203,1541,91,210,2010-04-23 08:25:12.767000,380,536109
,323203,1541,91,210,2010-04-23 08:25:12.767000,380,536110
,323203,1541,91,210,2010-04-23 08:25:12.767000,380,536111
,323203,1541,91,210,2010-04-23 08:25:12.767000,380,536112
,323203,1541,91,210,2010-04-23 08:25:12.767000,380,536113
,323211,1516,91,130,2010-04-23 08:43:35.983000,381,536121
,323232,1450,91,63,2010-04-23 10:40:39.047000,382,536158
,323234,1461,91,63,2010-04-23 10:44:19.127000,383,536160
,323237,1293,91,100,2010-04-23 11:28:26.687000,384,536163
,323237,1293,91,100,2010-04-23 11:28:26.687000,384,536164
,323237,1293,91,100,2010-04-23 11:28:26.687000,384,536165
,323245,1351,91,46,2010-04-23 11:43:36.780000,385,536174
,323274,27302,91,85,2010-04-23 13:28:02.127000,388,536236
,323274,27302,91,85,2010-04-23 13:28:02.127000,388,536237
,323297,27310,91,50,2010-04-23 15:02:28.890000,389,536288
,323297,27310,91,50,2010-04-23 15:02:28.890000,389,536289
,323298,1491,91,63,2010-04-23 15:07:45.813000,390,536290
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536292
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536293
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536294
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536295
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536296
,323300,1553,91,251,2010-04-23 15:11:35.627000,391,536297
,323303,1551,91,135,2010-04-23 15:14:00.280000,392,536301
,323308,1411,91,98,2010-04-23 15:22:47.250000,393,536328
,323308,1411,91,98,2010-04-23 15:22:47.250000,393,536329
,323322,1419,91,200,2010-04-23 15:56:54.343000,394,536378
,323322,1419,91,200,2010-04-23 15:56:54.343000,394,536379
,323322,1419,91,200,2010-04-23 15:56:54.343000,394,536380
,323322,1419,91,200,2010-04-23 15:56:54.343000,394,536381
,323326,1587,91,200,2010-04-23 16:00:17.453000,395,536390
,323326,1587,91,200,2010-04-23 16:00:17.453000,395,536391
,323326,1587,91,200,2010-04-23 16:00:17.453000,395,536392
,323326,1587,91,200,2010-04-23 16:00:17.453000,395,536393
,323326,1587,91,200,2010-04-23 16:00:17.453000,395,536394
,323333,1564,91,63,2010-04-23 16:13:02.813000,396,536405
,323344,1293,91,350,2010-04-23 16:40:15.470000,397,536421
,323344,1293,91,350,2010-04-23 16:40:15.470000,397,536422
,323344,1293,91,350,2010-04-23 16:40:15.470000,397,536423
,323382,1334,93,83,2010-04-24 08:50:49.610000,398,536504
,323389,1443,93,20,2010-04-24 09:09:59.953000,399,536511
,323393,27321,93,0,2010-04-24 09:20:25.453000,400,536524
,323393,27321,93,0,2010-04-24 09:20:25.453000,400,536525
,323393,27321,93,0,2010-04-24 09:20:25.453000,400,536526
,323394,27322,93,0,2010-04-24 09:24:41.030000,401,536527
,323394,27322,93,0,2010-04-24 09:24:41.030000,401,536528
,323394,27322,93,0,2010-04-24 09:24:41.030000,401,536529
,323397,27323,93,0,2010-04-24 09:35:36.530000,402,536543
,323397,27323,93,0,2010-04-24 09:35:36.530000,402,536544
,323397,27323,93,0,2010-04-24 09:35:36.530000,402,536545
,323401,27326,93,0,2010-04-24 09:40:30.937000,403,536551
,323401,27326,93,0,2010-04-24 09:40:30.937000,403,536552
,323404,27327,93,0,2010-04-24 09:47:54.517000,404,536555
,323404,27327,93,0,2010-04-24 09:47:54.517000,404,536556
,323404,27327,93,0,2010-04-24 09:47:54.517000,404,536557
,323418,1453,93,0,2010-04-24 10:11:50,405,536586
,323418,1453,93,0,2010-04-24 10:11:50,405,536587
,323418,1453,93,0,2010-04-24 10:11:50,405,536588
,323418,1453,93,0,2010-04-24 10:11:50,405,536589
,323418,1453,93,0,2010-04-24 10:11:50,405,536590
,323418,1453,93,0,2010-04-24 10:11:50,405,536591
,323418,1453,93,0,2010-04-24 10:11:50,405,536592
,323418,1453,93,0,2010-04-24 10:11:50,405,536593
,323418,1453,93,0,2010-04-24 10:11:50,405,536594
,323421,1479,93,0,2010-04-24 10:15:34,406,536597
,323421,1479,93,0,2010-04-24 10:15:34,406,536598
,323421,1479,93,0,2010-04-24 10:15:34,406,536599
,323421,1479,93,0,2010-04-24 10:15:34,406,536600
,323421,1479,93,0,2010-04-24 10:15:34,406,536601
,323421,1479,93,0,2010-04-24 10:15:34,406,536602
,323421,1479,93,0,2010-04-24 10:15:34,406,536603
,323421,1479,93,0,2010-04-24 10:15:34,406,536604
,323421,1479,93,0,2010-04-24 10:15:34,406,536605
,323421,1479,93,0,2010-04-24 10:15:34,406,536606
,323424,1571,93,0,2010-04-24 10:17:01,408,536609
,323424,1571,93,0,2010-04-24 10:17:01,408,536610
,323424,1571,93,0,2010-04-24 10:17:01,408,536611
,323424,1571,93,0,2010-04-24 10:17:01,408,536612
,323424,1571,93,0,2010-04-24 10:17:01,408,536613
,323424,1571,93,0,2010-04-24 10:17:01,408,536614
,323424,1571,93,0,2010-04-24 10:17:01,408,536615
,323425,1490,93,0,2010-04-24 10:17:58,409,536616
,323425,1490,93,0,2010-04-24 10:17:58,409,536617
,323425,1490,93,0,2010-04-24 10:17:58,409,536618
,323425,1490,93,0,2010-04-24 10:17:58,409,536619
,323425,1490,93,0,2010-04-24 10:17:58,409,536620
,323425,1490,93,0,2010-04-24 10:17:58,409,536621
,323425,1490,93,0,2010-04-24 10:17:58,409,536622
,323425,1490,93,0,2010-04-24 10:17:58,409,536623
,323426,1603,93,0,2010-04-24 10:19:11,410,536624
,323426,1603,93,0,2010-04-24 10:19:11,410,536625
,323426,1603,93,0,2010-04-24 10:19:11,410,536626
,323426,1603,93,0,2010-04-24 10:19:11,410,536627
,323426,1603,93,0,2010-04-24 10:19:11,410,536628
,323426,1603,93,0,2010-04-24 10:19:11,410,536629
,323426,1603,93,0,2010-04-24 10:19:11,410,536630
,323426,1603,93,0,2010-04-24 10:19:11,410,536631
,323426,1603,93,0,2010-04-24 10:19:11,410,536632
,323426,1603,93,0,2010-04-24 10:19:11,410,536633
,323429,1421,93,83,2010-04-24 10:32:05.017000,411,536636
,323430,1377,93,125,2010-04-24 10:32:54.030000,412,536637
,323431,1310,93,50,2010-04-24 10:33:49.157000,413,536638
,323441,27265,93,63,2010-04-24 11:29:09.063000,414,536658
,323445,1500,93,125,2010-04-24 11:33:41.937000,415,536666
,323446,1496,93,220,2010-04-24 11:34:51.577000,416,536667
,323447,1511,93,46,2010-04-24 11:35:36.297000,417,536668
,323449,1449,93,57,2010-04-24 11:36:56.500000,418,536669
,323452,1369,93,0,2010-04-24 11:51:54,419,536676
,323595,1543,91,46,2010-04-26 08:51:45.313000,420,536952
,323596,1498,91,0,2010-04-26 08:55:43,421,536953
,323598,1590,91,46,2010-04-26 09:01:50.453000,422,536957
,323599,1477,91,69,2010-04-26 09:02:41.017000,423,536958
,323619,1600,91,135,2010-04-26 09:46:08.187000,424,536985
,323628,1522,91,103,2010-04-26 10:08:16.030000,425,536996
,323630,1533,91,63,2010-04-26 10:13:29.407000,426,536997
,323634,1430,91,83,2010-04-26 10:41:37.437000,427,537002
,323635,1514,91,63,2010-04-26 10:46:56.453000,428,537003
,323638,27356,91,63,2010-04-26 11:03:54.767000,429,537004
,323638,27356,91,63,2010-04-26 11:03:54.767000,429,537005
,323639,27356,91,63,2010-04-26 11:16:52.843000,430,537006
,323642,1459,91,63,2010-04-26 11:42:34.530000,431,537012
,323643,1338,91,147,2010-04-26 11:43:15.377000,432,537013
,323644,1410,91,83,2010-04-26 11:46:20.733000,433,537014
,323645,1383,91,127,2010-04-26 11:47:04.220000,434,537015
,323750,1446,91,63,2010-04-26 16:39:58.517000,436,537204
,323810,1431,93,83,2010-04-27 09:26:24.327000,437,537302
,323811,1418,93,63,2010-04-27 09:27:44.483000,438,537303
,323824,1565,93,63,2010-04-27 10:11:47.287000,439,537318
,323843,27385,93,63,2010-04-27 10:59:31.567000,440,537370
,323843,27385,93,63,2010-04-27 10:59:31.567000,440,537371
,323893,1326,93,60,2010-04-27 14:02:04.020000,441,537465
,323920,1484,93,63,2010-04-27 15:14:14.913000,442,537513
,323925,1299,93,141,2010-04-27 15:36:31.630000,443,537520
,323925,1299,93,141,2010-04-27 15:36:31.630000,443,537521
,323925,1299,93,141,2010-04-27 15:36:31.630000,443,537522
,323933,1384,93,254,2010-04-27 15:56:22.787000,444,537533
,323933,1384,93,254,2010-04-27 15:56:22.787000,444,537534
,324010,1394,91,45,2010-04-28 08:10:24.490000,445,537712
,324011,1469,91,69,2010-04-28 08:10:52.473000,446,537713
,324012,1310,91,89,2010-04-28 08:11:12.850000,447,537714
,324013,1525,91,91,2010-04-28 08:11:36.287000,448,537715
,324014,1497,91,93,2010-04-28 08:12:01.770000,449,537716
,324015,1342,91,63,2010-04-28 08:12:29.223000,450,537717
,324028,1586,91,0,2010-04-28 08:45:20,451,537726
,324029,1530,91,0,2010-04-28 08:45:55,452,537727
,324042,1596,91,50,2010-04-28 10:03:28.100000,453,537742
,324044,1596,91,10,2010-04-28 10:29:47.270000,454,537744
,324046,1510,91,196.36,2010-04-28 10:37:17.910000,455,537746
,324063,1488,91,0,2010-04-28 11:43:16,456,537775
,324233,1597,91,200,2010-04-29 08:38:55.360000,457,538094
,324255,1589,91,58,2010-04-29 11:14:21.187000,458,538125
,324256,1589,91,53,2010-04-29 11:15:21.423000,459,538126
,324278,1519,91,75,2010-04-29 12:09:57.923000,460,538151
,324280,1519,91,75,2010-04-29 12:10:38.313000,461,538154
,324290,1519,91,0,2010-04-29 12:41:59.767000,462,538170
,324334,27434,91,63,2010-04-29 14:42:45.657000,463,538236
,324334,27434,91,63,2010-04-29 14:42:45.657000,463,538237
,324379,1582,91,98,2010-04-29 16:10:56.377000,464,538304
,324379,1582,91,98,2010-04-29 16:10:56.377000,464,538305
,324485,1604,91,100,2010-04-30 08:52:38.593000,465,538439
,324504,1564,91,80,2010-04-30 10:11:05.360000,466,538462
,324506,1501,91,93,2010-04-30 10:11:55.780000,467,538465
,324513,1498,91,220,2010-04-30 10:23:51.030000,468,538479
,324513,1498,91,220,2010-04-30 10:23:51.030000,468,538480
,324573,1481,91,195,2010-04-30 13:05:43.327000,469,538600
,324573,1481,91,195,2010-04-30 13:05:43.327000,469,538601
,324573,1481,91,195,2010-04-30 13:05:43.327000,469,538602
,324600,1297,91,207,2010-04-30 13:49:18.203000,470,538657
,324634,1358,91,69,2010-04-30 14:56:21.173000,471,538734
,324649,1573,91,103,2010-04-30 15:24:40.470000,472,538757
,324649,1573,91,103,2010-04-30 15:24:40.470000,472,538758
,324845,1508,91,94,2010-05-01 08:16:04.360000,473,539119
,324846,1330,91,63,2010-05-01 08:16:28.593000,474,539120
,324847,1605,91,188,2010-05-01 08:16:55.173000,475,539121
,324848,1339,91,70,2010-05-01 08:17:24.157000,476,539122
,324849,1400,91,120,2010-05-01 08:18:12.827000,477,539123
,324850,1309,91,83,2010-05-01 08:18:44.733000,478,539124
,324851,1371,91,63,2010-05-01 08:19:10.877000,479,539125
,324854,27487,91,0,2010-05-01 08:28:14.813000,481,539133
,324854,27487,91,0,2010-05-01 08:28:14.813000,481,539134
,324870,122852,91,222,2010-05-01 09:21:28.140000,482,539155
,324870,122852,91,222,2010-05-01 09:21:28.140000,482,539156
,324872,1555,91,147,2010-05-01 09:26:54.547000,483,539158
,324919,1495,91,183,2010-05-01 11:04:49.953000,484,539219
,324919,1495,91,183,2010-05-01 11:04:49.953000,484,539220
,324920,1362,91,97,2010-05-01 11:05:29.877000,485,539221
,324923,1585,91,83,2010-05-01 11:07:25.530000,486,539229
,324924,1302,91,63,2010-05-01 11:08:06.233000,487,539230
,324925,1375,91,115,2010-05-01 11:08:58.453000,488,539231
,324926,1570,91,103,2010-05-01 11:09:44.280000,489,539232
,325125,1478,91,130,2010-05-01 12:21:15.673000,490,539480
,325125,1478,91,130,2010-05-01 12:21:15.673000,490,539481
,325171,1402,91,136,2010-05-01 12:54:43.983000,491,539554
,325190,1548,91,80,2010-05-01 13:45:42.423000,492,539582
,325298,27505,95,73,2010-05-01 22:05:37.407000,493,539747
,325298,27505,95,73,2010-05-01 22:05:37.407000,493,539748
,325398,1536,93,63,2010-05-03 09:11:36.703000,494,540009
,325415,1529,93,63,2010-05-03 09:29:47.797000,495,540024
,325428,1467,93,69,2010-05-03 09:38:03.110000,496,540039
,325429,1595,93,40,2010-05-03 09:38:54.127000,497,540040
,325430,1390,93,63,2010-05-03 09:39:20.483000,498,540041
,325440,1601,93,135,2010-05-03 10:01:11.343000,499,540052
,325443,1319,93,46,2010-05-03 10:01:59.547000,500,540057
,325465,1303,93,78,2010-05-03 10:27:23.937000,501,540089
,325465,1303,93,78,2010-05-03 10:27:23.937000,501,540090
,325810,1521,93,206,2010-05-03 14:28:12.843000,502,540511
